"fov","cellID","x_local_px","y_local_px","x_global_px","y_global_px"
32,712,3036,729,154111.817108155,-41757.1113230387
32,712,3034,728,154109.817108155,-41758.1113230387
32,712,3032,728,154107.817108155,-41758.1113230387
32,712,3029,729,154104.817108155,-41757.1113230387
32,712,3025,731,154100.817108155,-41755.1113230387
32,712,3016,736,154091.817108155,-41750.1113230387
32,712,3013,738,154088.817108155,-41748.1113230387
32,712,3011,740,154086.817108155,-41746.1113230387
32,712,3005,747,154080.817108155,-41739.1113230387
32,712,3003,750,154078.817108155,-41736.1113230387
32,712,2997,766,154072.817108155,-41720.1113230387
32,712,3001,776,154076.817108155,-41710.1113230387
32,712,3008,792,154083.817108155,-41694.1113230387
32,712,3014,797,154089.817108155,-41689.1113230387
32,712,3017,798,154092.817108155,-41688.1113230387
32,712,3037,803,154112.817108155,-41683.1113230387
32,712,3043,804,154118.817108155,-41682.1113230387
32,713,224,802,151299.817108155,-41684.1113230387
32,713,227,801,151302.817108155,-41685.1113230387
32,713,256,772,151331.817108155,-41714.1113230387
32,713,257,769,151332.817108155,-41717.1113230387
32,713,259,761,151334.817108155,-41725.1113230387
32,713,259,739,151334.817108155,-41747.1113230387
32,713,258,736,151333.817108155,-41750.1113230387
32,713,257,734,151332.817108155,-41752.1113230387
32,713,240,736,151315.817108155,-41750.1113230387
32,713,232,737,151307.817108155,-41749.1113230387
32,713,220,739,151295.817108155,-41747.1113230387
32,713,210,741,151285.817108155,-41745.1113230387
32,713,202,743,151277.817108155,-41743.1113230387
32,713,198,745,151273.817108155,-41741.1113230387
32,713,186,753,151261.817108155,-41733.1113230387
32,713,174,765,151249.817108155,-41721.1113230387
32,713,172,768,151247.817108155,-41718.1113230387
32,713,171,779,151246.817108155,-41707.1113230387
32,713,171,786,151246.817108155,-41700.1113230387
32,713,174,789,151249.817108155,-41697.1113230387
32,713,182,796,151257.817108155,-41690.1113230387
32,713,220,802,151295.817108155,-41684.1113230387
32,714,2130,806,153205.817108155,-41680.1113230387
32,714,2167,803,153242.817108155,-41683.1113230387
32,714,2170,802,153245.817108155,-41684.1113230387
32,714,2176,799,153251.817108155,-41687.1113230387
32,714,2178,797,153253.817108155,-41689.1113230387
32,714,2178,777,153253.817108155,-41709.1113230387
32,714,2175,755,153250.817108155,-41731.1113230387
32,714,2173,745,153248.817108155,-41741.1113230387
32,714,2169,731,153244.817108155,-41755.1113230387
32,714,2168,730,153243.817108155,-41756.1113230387
32,714,2144,709,153219.817108155,-41777.1113230387
32,714,2140,706,153215.817108155,-41780.1113230387
32,714,2132,706,153207.817108155,-41780.1113230387
32,714,2106,710,153181.817108155,-41776.1113230387
32,714,2105,711,153180.817108155,-41775.1113230387
32,714,2100,718,153175.817108155,-41768.1113230387
32,714,2098,721,153173.817108155,-41765.1113230387
32,714,2084,759,153159.817108155,-41727.1113230387
32,714,2084,785,153159.817108155,-41701.1113230387
32,714,2092,793,153167.817108155,-41693.1113230387
32,714,2102,799,153177.817108155,-41687.1113230387
32,714,2114,803,153189.817108155,-41683.1113230387
32,714,2129,806,153204.817108155,-41680.1113230387
32,715,1923,801,152998.817108155,-41685.1113230387
32,715,1926,800,153001.817108155,-41686.1113230387
32,715,1928,799,153003.817108155,-41687.1113230387
32,715,1935,792,153010.817108155,-41694.1113230387
32,715,1936,790,153011.817108155,-41696.1113230387
32,715,1936,785,153011.817108155,-41701.1113230387
32,715,1935,778,153010.817108155,-41708.1113230387
32,715,1931,753,153006.817108155,-41733.1113230387
32,715,1929,746,153004.817108155,-41740.1113230387
32,715,1928,743,153003.817108155,-41743.1113230387
32,715,1927,741,153002.817108155,-41745.1113230387
32,715,1920,732,152995.817108155,-41754.1113230387
32,715,1915,727,152990.817108155,-41759.1113230387
32,715,1896,721,152971.817108155,-41765.1113230387
32,715,1875,715,152950.817108155,-41771.1113230387
32,715,1874,715,152949.817108155,-41771.1113230387
32,715,1870,719,152945.817108155,-41767.1113230387
32,715,1864,727,152939.817108155,-41759.1113230387
32,715,1858,745,152933.817108155,-41741.1113230387
32,715,1856,753,152931.817108155,-41733.1113230387
32,715,1856,756,152931.817108155,-41730.1113230387
32,715,1864,764,152939.817108155,-41722.1113230387
32,715,1919,801,152994.817108155,-41685.1113230387
32,716,2212,804,153287.817108155,-41682.1113230387
32,716,2217,803,153292.817108155,-41683.1113230387
32,716,2220,802,153295.817108155,-41684.1113230387
32,716,2226,799,153301.817108155,-41687.1113230387
32,716,2282,696,153357.817108155,-41790.1113230387
32,716,2284,692,153359.817108155,-41794.1113230387
32,716,2284,691,153359.817108155,-41795.1113230387
32,716,2281,688,153356.817108155,-41798.1113230387
32,716,2276,688,153351.817108155,-41798.1113230387
32,716,2214,701,153289.817108155,-41785.1113230387
32,716,2171,730,153246.817108155,-41756.1113230387
32,716,2170,731,153245.817108155,-41755.1113230387
32,716,2170,744,153245.817108155,-41742.1113230387
32,716,2180,796,153255.817108155,-41690.1113230387
32,716,2181,797,153256.817108155,-41689.1113230387
32,716,2191,802,153266.817108155,-41684.1113230387
32,716,2194,803,153269.817108155,-41683.1113230387
32,716,2199,804,153274.817108155,-41682.1113230387
32,717,2926,755,154001.817108155,-41731.1113230387
32,717,2931,725,154006.817108155,-41761.1113230387
32,717,2931,720,154006.817108155,-41766.1113230387
32,717,2928,717,154003.817108155,-41769.1113230387
32,717,2918,709,153993.817108155,-41777.1113230387
32,717,2845,707,153920.817108155,-41779.1113230387
32,717,2841,707,153916.817108155,-41779.1113230387
32,717,2840,708,153915.817108155,-41778.1113230387
32,717,2838,711,153913.817108155,-41775.1113230387
32,717,2830,725,153905.817108155,-41761.1113230387
32,717,2809,764,153884.817108155,-41722.1113230387
32,717,2809,768,153884.817108155,-41718.1113230387
32,717,2810,771,153885.817108155,-41715.1113230387
32,717,2811,773,153886.817108155,-41713.1113230387
32,717,2817,782,153892.817108155,-41704.1113230387
32,717,2822,787,153897.817108155,-41699.1113230387
32,717,2830,793,153905.817108155,-41693.1113230387
32,717,2832,794,153907.817108155,-41692.1113230387
32,717,2837,796,153912.817108155,-41690.1113230387
32,717,2840,797,153915.817108155,-41689.1113230387
32,717,2848,799,153923.817108155,-41687.1113230387
32,718,2083,785,153158.817108155,-41701.1113230387
32,718,2087,774,153162.817108155,-41712.1113230387
32,718,2104,712,153179.817108155,-41774.1113230387
32,718,2104,708,153179.817108155,-41778.1113230387
32,718,2087,699,153162.817108155,-41787.1113230387
32,718,2075,693,153150.817108155,-41793.1113230387
32,718,2040,681,153115.817108155,-41805.1113230387
32,718,2038,681,153113.817108155,-41805.1113230387
32,718,2022,694,153097.817108155,-41792.1113230387
32,718,2022,705,153097.817108155,-41781.1113230387
32,718,2023,738,153098.817108155,-41748.1113230387
32,718,2025,757,153100.817108155,-41729.1113230387
32,718,2028,774,153103.817108155,-41712.1113230387
32,718,2031,776,153106.817108155,-41710.1113230387
32,718,2048,782,153123.817108155,-41704.1113230387
32,718,2054,784,153129.817108155,-41702.1113230387
32,718,2078,785,153153.817108155,-41701.1113230387
32,719,2442,794,153517.817108155,-41692.1113230387
32,719,2477,791,153552.817108155,-41695.1113230387
32,719,2480,790,153555.817108155,-41696.1113230387
32,719,2482,789,153557.817108155,-41697.1113230387
32,719,2483,788,153558.817108155,-41698.1113230387
32,719,2484,786,153559.817108155,-41700.1113230387
32,719,2485,783,153560.817108155,-41703.1113230387
32,719,2492,756,153567.817108155,-41730.1113230387
32,719,2492,755,153567.817108155,-41731.1113230387
32,719,2491,753,153566.817108155,-41733.1113230387
32,719,2488,748,153563.817108155,-41738.1113230387
32,719,2482,741,153557.817108155,-41745.1113230387
32,719,2463,720,153538.817108155,-41766.1113230387
32,719,2462,719,153537.817108155,-41767.1113230387
32,719,2455,715,153530.817108155,-41771.1113230387
32,719,2453,714,153528.817108155,-41772.1113230387
32,719,2451,714,153526.817108155,-41772.1113230387
32,719,2438,719,153513.817108155,-41767.1113230387
32,719,2404,741,153479.817108155,-41745.1113230387
32,719,2404,742,153479.817108155,-41744.1113230387
32,719,2422,772,153497.817108155,-41714.1113230387
32,719,2430,783,153505.817108155,-41703.1113230387
32,719,2437,791,153512.817108155,-41695.1113230387
32,719,2440,794,153515.817108155,-41692.1113230387
32,720,1748,790,152823.817108155,-41696.1113230387
32,720,1753,789,152828.817108155,-41697.1113230387
32,720,1759,787,152834.817108155,-41699.1113230387
32,720,1781,770,152856.817108155,-41716.1113230387
32,720,1787,764,152862.817108155,-41722.1113230387
32,720,1789,757,152864.817108155,-41729.1113230387
32,720,1789,746,152864.817108155,-41740.1113230387
32,720,1787,727,152862.817108155,-41759.1113230387
32,720,1783,707,152858.817108155,-41779.1113230387
32,720,1776,683,152851.817108155,-41803.1113230387
32,720,1775,681,152850.817108155,-41805.1113230387
32,720,1774,680,152849.817108155,-41806.1113230387
32,720,1743,668,152818.817108155,-41818.1113230387
32,720,1728,668,152803.817108155,-41818.1113230387
32,720,1723,669,152798.817108155,-41817.1113230387
32,720,1714,672,152789.817108155,-41814.1113230387
32,720,1704,676,152779.817108155,-41810.1113230387
32,720,1698,679,152773.817108155,-41807.1113230387
32,720,1673,751,152748.817108155,-41735.1113230387
32,720,1673,752,152748.817108155,-41734.1113230387
32,720,1675,758,152750.817108155,-41728.1113230387
32,720,1678,763,152753.817108155,-41723.1113230387
32,720,1683,771,152758.817108155,-41715.1113230387
32,720,1691,779,152766.817108155,-41707.1113230387
32,720,1697,783,152772.817108155,-41703.1113230387
32,720,1703,786,152778.817108155,-41700.1113230387
32,720,1706,787,152781.817108155,-41699.1113230387
32,720,1714,789,152789.817108155,-41697.1113230387
32,720,1719,790,152794.817108155,-41696.1113230387
32,721,2607,785,153682.817108155,-41701.1113230387
32,721,2624,780,153699.817108155,-41706.1113230387
32,721,2625,779,153700.817108155,-41707.1113230387
32,721,2629,771,153704.817108155,-41715.1113230387
32,721,2631,765,153706.817108155,-41721.1113230387
32,721,2641,723,153716.817108155,-41763.1113230387
32,721,2641,718,153716.817108155,-41768.1113230387
32,721,2638,715,153713.817108155,-41771.1113230387
32,721,2632,710,153707.817108155,-41776.1113230387
32,721,2617,699,153692.817108155,-41787.1113230387
32,721,2608,694,153683.817108155,-41792.1113230387
32,721,2600,690,153675.817108155,-41796.1113230387
32,721,2590,690,153665.817108155,-41796.1113230387
32,721,2562,694,153637.817108155,-41792.1113230387
32,721,2560,696,153635.817108155,-41790.1113230387
32,721,2522,735,153597.817108155,-41751.1113230387
32,721,2511,754,153586.817108155,-41732.1113230387
32,721,2512,755,153587.817108155,-41731.1113230387
32,721,2602,786,153677.817108155,-41700.1113230387
32,722,3228,786,154303.817108155,-41700.1113230387
32,722,3236,782,154311.817108155,-41704.1113230387
32,722,3245,777,154320.817108155,-41709.1113230387
32,722,3297,737,154372.817108155,-41749.1113230387
32,722,3297,727,154372.817108155,-41759.1113230387
32,722,3295,721,154370.817108155,-41765.1113230387
32,722,3293,720,154368.817108155,-41766.1113230387
32,722,3261,715,154336.817108155,-41771.1113230387
32,722,3251,714,154326.817108155,-41772.1113230387
32,722,3246,714,154321.817108155,-41772.1113230387
32,722,3238,717,154313.817108155,-41769.1113230387
32,722,3190,744,154265.817108155,-41742.1113230387
32,722,3189,745,154264.817108155,-41741.1113230387
32,722,3189,749,154264.817108155,-41737.1113230387
32,722,3196,759,154271.817108155,-41727.1113230387
32,722,3219,783,154294.817108155,-41703.1113230387
32,722,3220,784,154295.817108155,-41702.1113230387
32,722,3222,785,154297.817108155,-41701.1113230387
32,722,3227,786,154302.817108155,-41700.1113230387
32,723,3770,786,154845.817108155,-41700.1113230387
32,723,3775,785,154850.817108155,-41701.1113230387
32,723,3784,782,154859.817108155,-41704.1113230387
32,723,3794,777,154869.817108155,-41709.1113230387
32,723,3799,772,154874.817108155,-41714.1113230387
32,723,3808,754,154883.817108155,-41732.1113230387
32,723,3809,751,154884.817108155,-41735.1113230387
32,723,3810,746,154885.817108155,-41740.1113230387
32,723,3810,720,154885.817108155,-41766.1113230387
32,723,3809,715,154884.817108155,-41771.1113230387
32,723,3808,712,154883.817108155,-41774.1113230387
32,723,3801,698,154876.817108155,-41788.1113230387
32,723,3792,689,154867.817108155,-41797.1113230387
32,723,3786,685,154861.817108155,-41801.1113230387
32,723,3780,682,154855.817108155,-41804.1113230387
32,723,3777,681,154852.817108155,-41805.1113230387
32,723,3772,680,154847.817108155,-41806.1113230387
32,723,3764,680,154839.817108155,-41806.1113230387
32,723,3759,681,154834.817108155,-41805.1113230387
32,723,3756,682,154831.817108155,-41804.1113230387
32,723,3750,685,154825.817108155,-41801.1113230387
32,723,3740,692,154815.817108155,-41794.1113230387
32,723,3734,723,154809.817108155,-41763.1113230387
32,723,3734,738,154809.817108155,-41748.1113230387
32,723,3739,761,154814.817108155,-41725.1113230387
32,723,3741,768,154816.817108155,-41718.1113230387
32,723,3748,782,154823.817108155,-41704.1113230387
32,723,3749,783,154824.817108155,-41703.1113230387
32,723,3753,784,154828.817108155,-41702.1113230387
32,723,3763,786,154838.817108155,-41700.1113230387
32,724,2944,772,154019.817108155,-41714.1113230387
32,724,2989,768,154064.817108155,-41718.1113230387
32,724,2996,766,154071.817108155,-41720.1113230387
32,724,2997,765,154072.817108155,-41721.1113230387
32,724,3035,724,154110.817108155,-41762.1113230387
32,724,3036,722,154111.817108155,-41764.1113230387
32,724,3037,719,154112.817108155,-41767.1113230387
32,724,3037,699,154112.817108155,-41787.1113230387
32,724,3020,698,154095.817108155,-41788.1113230387
32,724,3006,698,154081.817108155,-41788.1113230387
32,724,2996,699,154071.817108155,-41787.1113230387
32,724,2932,720,154007.817108155,-41766.1113230387
32,724,2928,737,154003.817108155,-41749.1113230387
32,724,2927,742,154002.817108155,-41744.1113230387
32,724,2927,756,154002.817108155,-41730.1113230387
32,724,2929,759,154004.817108155,-41727.1113230387
32,724,2936,766,154011.817108155,-41720.1113230387
32,724,2943,772,154018.817108155,-41714.1113230387
32,725,93,767,151168.817108155,-41719.1113230387
32,725,97,766,151172.817108155,-41720.1113230387
32,725,103,758,151178.817108155,-41728.1113230387
32,725,107,750,151182.817108155,-41736.1113230387
32,725,131,700,151206.817108155,-41786.1113230387
32,725,136,685,151211.817108155,-41801.1113230387
32,725,136,683,151211.817108155,-41803.1113230387
32,725,120,667,151195.817108155,-41819.1113230387
32,725,112,661,151187.817108155,-41825.1113230387
32,725,107,661,151182.817108155,-41825.1113230387
32,725,92,671,151167.817108155,-41815.1113230387
32,725,88,675,151163.817108155,-41811.1113230387
32,725,84,681,151159.817108155,-41805.1113230387
32,725,82,685,151157.817108155,-41801.1113230387
32,725,80,693,151155.817108155,-41793.1113230387
32,725,78,733,151153.817108155,-41753.1113230387
32,725,78,738,151153.817108155,-41748.1113230387
32,725,80,756,151155.817108155,-41730.1113230387
32,725,83,762,151158.817108155,-41724.1113230387
32,725,86,767,151161.817108155,-41719.1113230387
32,726,172,767,151247.817108155,-41719.1113230387
32,726,256,734,151331.817108155,-41752.1113230387
32,726,257,733,151332.817108155,-41753.1113230387
32,726,257,713,151332.817108155,-41773.1113230387
32,726,237,682,151312.817108155,-41804.1113230387
32,726,236,681,151311.817108155,-41805.1113230387
32,726,235,681,151310.817108155,-41805.1113230387
32,726,141,685,151216.817108155,-41801.1113230387
32,726,158,758,151233.817108155,-41728.1113230387
32,726,164,764,151239.817108155,-41722.1113230387
32,726,171,767,151246.817108155,-41719.1113230387
32,727,1305,774,152380.817108155,-41712.1113230387
32,727,1307,772,152382.817108155,-41714.1113230387
32,727,1322,756,152397.817108155,-41730.1113230387
32,727,1336,738,152411.817108155,-41748.1113230387
32,727,1339,734,152414.817108155,-41752.1113230387
32,727,1340,732,152415.817108155,-41754.1113230387
32,727,1342,727,152417.817108155,-41759.1113230387
32,727,1342,716,152417.817108155,-41770.1113230387
32,727,1340,710,152415.817108155,-41776.1113230387
32,727,1339,708,152414.817108155,-41778.1113230387
32,727,1334,703,152409.817108155,-41783.1113230387
32,727,1235,700,152310.817108155,-41786.1113230387
32,727,1230,700,152305.817108155,-41786.1113230387
32,727,1230,701,152305.817108155,-41785.1113230387
32,727,1246,750,152321.817108155,-41736.1113230387
32,727,1255,762,152330.817108155,-41724.1113230387
32,727,1260,764,152335.817108155,-41722.1113230387
32,727,1295,772,152370.817108155,-41714.1113230387
32,727,1304,774,152379.817108155,-41712.1113230387
32,728,1826,770,152901.817108155,-41716.1113230387
32,728,1833,767,152908.817108155,-41719.1113230387
32,728,1853,758,152928.817108155,-41728.1113230387
32,728,1855,756,152930.817108155,-41730.1113230387
32,728,1857,752,152932.817108155,-41734.1113230387
32,728,1872,716,152947.817108155,-41770.1113230387
32,728,1872,715,152947.817108155,-41771.1113230387
32,728,1871,711,152946.817108155,-41775.1113230387
32,728,1853,676,152928.817108155,-41810.1113230387
32,728,1849,674,152924.817108155,-41812.1113230387
32,728,1841,673,152916.817108155,-41813.1113230387
32,728,1827,672,152902.817108155,-41814.1113230387
32,728,1812,672,152887.817108155,-41814.1113230387
32,728,1796,673,152871.817108155,-41813.1113230387
32,728,1790,675,152865.817108155,-41811.1113230387
32,728,1779,679,152854.817108155,-41807.1113230387
32,728,1777,680,152852.817108155,-41806.1113230387
32,728,1776,681,152851.817108155,-41805.1113230387
32,728,1776,682,152851.817108155,-41804.1113230387
32,728,1777,694,152852.817108155,-41792.1113230387
32,728,1788,763,152863.817108155,-41723.1113230387
32,728,1789,764,152864.817108155,-41722.1113230387
32,728,1793,766,152868.817108155,-41720.1113230387
32,728,1797,767,152872.817108155,-41719.1113230387
32,728,1803,768,152878.817108155,-41718.1113230387
32,728,1825,770,152900.817108155,-41716.1113230387
32,729,4246,774,155321.817108155,-41712.1113230387
32,729,4251,773,155326.817108155,-41713.1113230387
32,729,4254,772,155329.817108155,-41714.1113230387
32,729,4254,669,155329.817108155,-41817.1113230387
32,729,4252,668,155327.817108155,-41818.1113230387
32,729,4249,667,155324.817108155,-41819.1113230387
32,729,4244,666,155319.817108155,-41820.1113230387
32,729,4234,666,155309.817108155,-41820.1113230387
32,729,4229,667,155304.817108155,-41819.1113230387
32,729,4226,668,155301.817108155,-41818.1113230387
32,729,4224,669,155299.817108155,-41817.1113230387
32,729,4215,678,155290.817108155,-41808.1113230387
32,729,4208,692,155283.817108155,-41794.1113230387
32,729,4203,707,155278.817108155,-41779.1113230387
32,729,4200,722,155275.817108155,-41764.1113230387
32,729,4200,731,155275.817108155,-41755.1113230387
32,729,4201,736,155276.817108155,-41750.1113230387
32,729,4203,744,155278.817108155,-41742.1113230387
32,729,4204,747,155279.817108155,-41739.1113230387
32,729,4207,753,155282.817108155,-41733.1113230387
32,729,4209,756,155284.817108155,-41730.1113230387
32,729,4218,765,155293.817108155,-41721.1113230387
32,729,4223,769,155298.817108155,-41717.1113230387
32,729,4229,772,155304.817108155,-41714.1113230387
32,729,4232,773,155307.817108155,-41713.1113230387
32,729,4237,774,155312.817108155,-41712.1113230387
32,730,3076,771,154151.817108155,-41715.1113230387
32,730,3079,770,154154.817108155,-41716.1113230387
32,730,3091,764,154166.817108155,-41722.1113230387
32,730,3112,753,154187.817108155,-41733.1113230387
32,730,3121,744,154196.817108155,-41742.1113230387
32,730,3122,742,154197.817108155,-41744.1113230387
32,730,3123,739,154198.817108155,-41747.1113230387
32,730,3124,734,154199.817108155,-41752.1113230387
32,730,3124,730,154199.817108155,-41756.1113230387
32,730,3123,728,154198.817108155,-41758.1113230387
32,730,3119,721,154194.817108155,-41765.1113230387
32,730,3117,719,154192.817108155,-41767.1113230387
32,730,3110,713,154185.817108155,-41773.1113230387
32,730,3092,700,154167.817108155,-41786.1113230387
32,730,3084,696,154159.817108155,-41790.1113230387
32,730,3081,695,154156.817108155,-41791.1113230387
32,730,3079,695,154154.817108155,-41791.1113230387
32,730,3076,696,154151.817108155,-41790.1113230387
32,730,3074,697,154149.817108155,-41789.1113230387
32,730,3060,707,154135.817108155,-41779.1113230387
32,730,3049,718,154124.817108155,-41768.1113230387
32,730,3046,724,154121.817108155,-41762.1113230387
32,730,3044,730,154119.817108155,-41756.1113230387
32,730,3044,734,154119.817108155,-41752.1113230387
32,730,3045,737,154120.817108155,-41749.1113230387
32,730,3047,741,154122.817108155,-41745.1113230387
32,730,3064,765,154139.817108155,-41721.1113230387
32,730,3068,769,154143.817108155,-41717.1113230387
32,730,3070,770,154145.817108155,-41716.1113230387
32,730,3073,771,154148.817108155,-41715.1113230387
32,731,2790,770,153865.817108155,-41716.1113230387
32,731,2795,769,153870.817108155,-41717.1113230387
32,731,2806,766,153881.817108155,-41720.1113230387
32,731,2808,765,153883.817108155,-41721.1113230387
32,731,2820,755,153895.817108155,-41731.1113230387
32,731,2821,754,153896.817108155,-41732.1113230387
32,731,2841,706,153916.817108155,-41780.1113230387
32,731,2841,704,153916.817108155,-41782.1113230387
32,731,2834,686,153909.817108155,-41800.1113230387
32,731,2828,674,153903.817108155,-41812.1113230387
32,731,2794,674,153869.817108155,-41812.1113230387
32,731,2770,677,153845.817108155,-41809.1113230387
32,731,2730,687,153805.817108155,-41799.1113230387
32,731,2710,697,153785.817108155,-41789.1113230387
32,731,2700,703,153775.817108155,-41783.1113230387
32,731,2695,708,153770.817108155,-41778.1113230387
32,731,2695,709,153770.817108155,-41777.1113230387
32,731,2696,712,153771.817108155,-41774.1113230387
32,731,2697,714,153772.817108155,-41772.1113230387
32,731,2701,721,153776.817108155,-41765.1113230387
32,731,2707,727,153782.817108155,-41759.1113230387
32,731,2744,755,153819.817108155,-41731.1113230387
32,731,2781,770,153856.817108155,-41716.1113230387
32,732,1675,748,152750.817108155,-41738.1113230387
32,732,1683,734,152758.817108155,-41752.1113230387
32,732,1687,722,152762.817108155,-41764.1113230387
32,732,1690,712,152765.817108155,-41774.1113230387
32,732,1696,690,152771.817108155,-41796.1113230387
32,732,1696,677,152771.817108155,-41809.1113230387
32,732,1689,668,152764.817108155,-41818.1113230387
32,732,1678,657,152753.817108155,-41829.1113230387
32,732,1672,654,152747.817108155,-41832.1113230387
32,732,1669,653,152744.817108155,-41833.1113230387
32,732,1634,653,152709.817108155,-41833.1113230387
32,732,1606,664,152681.817108155,-41822.1113230387
32,732,1604,665,152679.817108155,-41821.1113230387
32,732,1599,668,152674.817108155,-41818.1113230387
32,732,1588,678,152663.817108155,-41808.1113230387
32,732,1584,682,152659.817108155,-41804.1113230387
32,732,1579,688,152654.817108155,-41798.1113230387
32,732,1574,698,152649.817108155,-41788.1113230387
32,732,1573,701,152648.817108155,-41785.1113230387
32,732,1572,706,152647.817108155,-41780.1113230387
32,732,1572,715,152647.817108155,-41771.1113230387
32,732,1573,720,152648.817108155,-41766.1113230387
32,732,1574,723,152649.817108155,-41763.1113230387
32,732,1575,725,152650.817108155,-41761.1113230387
32,732,1581,731,152656.817108155,-41755.1113230387
32,732,1672,751,152747.817108155,-41735.1113230387
32,733,2352,741,153427.817108155,-41745.1113230387
32,733,2411,740,153486.817108155,-41746.1113230387
32,733,2415,738,153490.817108155,-41748.1113230387
32,733,2427,730,153502.817108155,-41756.1113230387
32,733,2450,714,153525.817108155,-41772.1113230387
32,733,2451,713,153526.817108155,-41773.1113230387
32,733,2451,710,153526.817108155,-41776.1113230387
32,733,2448,697,153523.817108155,-41789.1113230387
32,733,2447,695,153522.817108155,-41791.1113230387
32,733,2445,693,153520.817108155,-41793.1113230387
32,733,2366,675,153441.817108155,-41811.1113230387
32,733,2360,675,153435.817108155,-41811.1113230387
32,733,2346,677,153421.817108155,-41809.1113230387
32,733,2322,684,153397.817108155,-41802.1113230387
32,733,2321,687,153396.817108155,-41799.1113230387
32,733,2321,688,153396.817108155,-41798.1113230387
32,733,2322,706,153397.817108155,-41780.1113230387
32,733,2324,711,153399.817108155,-41775.1113230387
32,733,2327,717,153402.817108155,-41769.1113230387
32,733,2337,733,153412.817108155,-41753.1113230387
32,733,2351,741,153426.817108155,-41745.1113230387
32,734,2501,756,153576.817108155,-41730.1113230387
32,734,2510,754,153585.817108155,-41732.1113230387
32,734,2513,751,153588.817108155,-41735.1113230387
32,734,2545,716,153620.817108155,-41770.1113230387
32,734,2559,697,153634.817108155,-41789.1113230387
32,734,2560,695,153635.817108155,-41791.1113230387
32,734,2560,691,153635.817108155,-41795.1113230387
32,734,2558,689,153633.817108155,-41797.1113230387
32,734,2553,685,153628.817108155,-41801.1113230387
32,734,2529,669,153604.817108155,-41817.1113230387
32,734,2512,658,153587.817108155,-41828.1113230387
32,734,2507,655,153582.817108155,-41831.1113230387
32,734,2494,650,153569.817108155,-41836.1113230387
32,734,2486,650,153561.817108155,-41836.1113230387
32,734,2481,651,153556.817108155,-41835.1113230387
32,734,2466,656,153541.817108155,-41830.1113230387
32,734,2462,658,153537.817108155,-41828.1113230387
32,734,2455,668,153530.817108155,-41818.1113230387
32,734,2454,670,153529.817108155,-41816.1113230387
32,734,2446,692,153521.817108155,-41794.1113230387
32,734,2446,693,153521.817108155,-41793.1113230387
32,734,2450,706,153525.817108155,-41780.1113230387
32,734,2452,712,153527.817108155,-41774.1113230387
32,734,2470,732,153545.817108155,-41754.1113230387
32,734,2493,755,153568.817108155,-41731.1113230387
32,734,2497,756,153572.817108155,-41730.1113230387
32,735,2181,730,153256.817108155,-41756.1113230387
32,735,2201,714,153276.817108155,-41772.1113230387
32,735,2213,702,153288.817108155,-41784.1113230387
32,735,2213,701,153288.817108155,-41785.1113230387
32,735,2192,676,153267.817108155,-41810.1113230387
32,735,2186,669,153261.817108155,-41817.1113230387
32,735,2185,668,153260.817108155,-41818.1113230387
32,735,2183,667,153258.817108155,-41819.1113230387
32,735,2180,666,153255.817108155,-41820.1113230387
32,735,2177,666,153252.817108155,-41820.1113230387
32,735,2152,689,153227.817108155,-41797.1113230387
32,735,2141,702,153216.817108155,-41784.1113230387
32,735,2141,706,153216.817108155,-41780.1113230387
32,735,2157,722,153232.817108155,-41764.1113230387
32,735,2167,729,153242.817108155,-41757.1113230387
32,735,2169,730,153244.817108155,-41756.1113230387
32,736,1915,726,152990.817108155,-41760.1113230387
32,736,1934,701,153009.817108155,-41785.1113230387
32,736,1942,686,153017.817108155,-41800.1113230387
32,736,1942,680,153017.817108155,-41806.1113230387
32,736,1939,671,153014.817108155,-41815.1113230387
32,736,1937,666,153012.817108155,-41820.1113230387
32,736,1931,655,153006.817108155,-41831.1113230387
32,736,1929,652,153004.817108155,-41834.1113230387
32,736,1888,650,152963.817108155,-41836.1113230387
32,736,1870,650,152945.817108155,-41836.1113230387
32,736,1867,651,152942.817108155,-41835.1113230387
32,736,1866,652,152941.817108155,-41834.1113230387
32,736,1861,661,152936.817108155,-41825.1113230387
32,736,1854,675,152929.817108155,-41811.1113230387
32,736,1854,677,152929.817108155,-41809.1113230387
32,736,1858,696,152933.817108155,-41790.1113230387
32,736,1862,704,152937.817108155,-41782.1113230387
32,736,1872,714,152947.817108155,-41772.1113230387
32,736,1876,716,152951.817108155,-41770.1113230387
32,736,1882,718,152957.817108155,-41768.1113230387
32,736,1908,726,152983.817108155,-41760.1113230387
32,737,1522,734,152597.817108155,-41752.1113230387
32,737,1527,733,152602.817108155,-41753.1113230387
32,737,1542,728,152617.817108155,-41758.1113230387
32,737,1544,727,152619.817108155,-41759.1113230387
32,737,1560,717,152635.817108155,-41769.1113230387
32,737,1569,708,152644.817108155,-41778.1113230387
32,737,1570,706,152645.817108155,-41780.1113230387
32,737,1571,703,152646.817108155,-41783.1113230387
32,737,1573,695,152648.817108155,-41791.1113230387
32,737,1574,690,152649.817108155,-41796.1113230387
32,737,1574,687,152649.817108155,-41799.1113230387
32,737,1572,685,152647.817108155,-41801.1113230387
32,737,1562,676,152637.817108155,-41810.1113230387
32,737,1559,674,152634.817108155,-41812.1113230387
32,737,1535,659,152610.817108155,-41827.1113230387
