"fov","cell_ID","Area","AspectRatio","CenterX_local_px","CenterY_local_px","CenterX_global_px","CenterY_global_px","Width","Height","Mean.PanCK","Max.PanCK","Mean.CD68","Max.CD68","Mean.MembraneStain_B2M","Max.MembraneStain_B2M","Mean.CD45","Max.CD45","Mean.DAPI","Max.DAPI"
32,208,5558,0.89,4194,3737,155269.817108155,-38749.1113230387,99,111,102,1167,79,3868,2704,15805,556,6710,1153,3577
32,209,7111,0.99,1062,3720,152137.817108155,-38766.1113230387,103,104,2698,10920,57,539,761,3617,40,557,926,3005
32,210,15614,1.01,2197,3709,153272.817108155,-38777.1113230387,154,152,4660,19623,81,615,3096,29385,69,906,1016,3519
32,211,8560,1.27,1172,3719,152247.817108155,-38767.1113230387,121,95,2634,62667,61,663,1043,11469,38,694,1243,3451
32,212,6008,1.79,361,3713,151436.817108155,-38773.1113230387,150,84,3021,15619,112,2997,1143,5419,102,5351,1872,4555
32,213,9843,1.17,3350,3703,154425.817108155,-38783.1113230387,125,107,2733,11510,135,1008,3197,36284,118,1026,2230,5153
32,214,6463,1.09,3576,3718,154651.817108155,-38768.1113230387,105,96,2652,9691,118,1011,2321,24760,98,793,1400,3261
32,215,6227,1.03,3931,3715,155006.817108155,-38771.1113230387,103,100,141,1175,69,578,1386,4512,343,2349,1795,6115
32,216,7252,0.91,482,3698,151557.817108155,-38788.1113230387,103,113,4160,25568,86,2293,1387,7580,97,5585,1828,4300
32,217,4564,1.03,3133,3724,154208.817108155,-38762.1113230387,75,73,2218,22197,51,412,3348,45789,351,4254,2457,5613
32,218,7774,1.28,784,3703,151859.817108155,-38783.1113230387,134,105,3496,22197,69,844,987,3625,65,1084,806,2829
32,219,5012,1.02,2999,3712,154074.817108155,-38774.1113230387,92,90,1214,10209,199,5271,1044,8077,185,7868,1272,2550
32,220,8654,0.9,976,3684,152051.817108155,-38802.1113230387,104,116,5617,27690,72,676,854,2949,53,924,1318,4122
32,221,8560,0.81,569,3689,151644.817108155,-38797.1113230387,100,123,4807,25106,67,4056,2257,23760,69,4745,1243,3995
32,222,8249,1.29,3638,3684,154713.817108155,-38802.1113230387,125,97,2396,14069,124,5120,1086,8483,116,7014,1224,3382
32,223,5538,1.04,3963,3681,155038.817108155,-38805.1113230387,107,103,564,4977,1407,19941,1412,5095,175,6477,1397,3952
32,224,7817,1.5,308,3674,151383.817108155,-38812.1113230387,150,100,3764,30962,164,2818,1210,4178,121,4040,1489,3734
32,225,7330,0.88,905,3661,151980.817108155,-38825.1113230387,105,119,1957,8501,72,5095,776,5470,70,5755,758,3050
32,226,8502,1.22,817,3649,151892.817108155,-38837.1113230387,129,106,2420,22340,56,452,1266,3968,54,661,1392,4288
32,227,8057,1.08,679,3651,151754.817108155,-38835.1113230387,121,112,5273,44665,75,2671,1620,8437,97,5415,1692,5022
32,228,11392,1.32,272,3630,151347.817108155,-38856.1113230387,154,117,2922,13486,206,3482,1068,5573,51,1028,1026,3155
32,229,12732,1.09,2242,3623,153317.817108155,-38863.1113230387,146,134,3533,23269,151,3191,2194,14113,84,1309,1176,3575
32,230,7847,0.73,2348,3628,153423.817108155,-38858.1113230387,88,120,2165,8193,140,2110,1640,17190,74,966,1593,4136
32,231,5738,1.51,514,3632,151589.817108155,-38854.1113230387,116,77,3345,20928,81,4488,1013,5569,90,6209,1969,4678
32,232,6931,1.35,3120,3643,154195.817108155,-38843.1113230387,113,84,6499,35317,102,730,2735,9510,88,982,1455,4011
32,233,5956,0.83,4212,3625,155287.817108155,-38861.1113230387,86,103,30,1150,317,5507,1235,8392,209,8575,985,2751
32,234,6833,1.06,408,3622,151483.817108155,-38864.1113230387,108,102,3553,11783,62,991,1218,6346,62,1793,334,1697
32,235,7527,1.38,2443,3629,153518.817108155,-38857.1113230387,119,86,1030,6731,78,1954,1283,5224,82,812,1174,3197
32,236,6270,1.75,3836,3637,154911.817108155,-38849.1113230387,124,71,337,1541,338,4309,1574,8760,76,6485,688,3217
32,237,8573,1,723,3602,151798.817108155,-38884.1113230387,120,120,3471,21149,44,1157,845,5114,57,2804,1222,3669
32,238,7999,1.24,3370,3618,154445.817108155,-38868.1113230387,120,97,2741,12740,66,521,3063,24014,70,754,1472,4349
32,239,6903,0.86,2104,3607,153179.817108155,-38879.1113230387,89,103,698,8269,119,2890,1589,10550,649,4937,975,3955
32,240,6808,1.57,3599,3606,154674.817108155,-38880.1113230387,124,79,2875,15839,96,4364,984,7718,132,6303,2410,5250
32,241,5831,1.65,3486,3618,154561.817108155,-38868.1113230387,109,66,2822,13239,107,4760,1720,16126,144,7403,875,2930
32,242,7503,1.1,2990,3591,154065.817108155,-38895.1113230387,106,96,3270,15489,111,3269,2822,15952,97,5638,1190,3556
32,243,9309,1.06,3212,3585,154287.817108155,-38901.1113230387,122,115,2317,10777,132,4872,3787,56869,126,6378,1401,4260
32,244,5489,0.95,1038,3595,152113.817108155,-38891.1113230387,86,91,1445,8370,77,496,1096,22872,46,891,1576,3784
32,245,11108,1.17,599,3567,151674.817108155,-38919.1113230387,148,127,5149,24616,77,5402,1093,6386,86,8299,1110,4279
32,246,7839,1.19,2886,3573,153961.817108155,-38913.1113230387,133,112,3698,17862,85,2515,2958,17251,98,4955,1428,4705
32,247,7022,0.81,3279,3578,154354.817108155,-38908.1113230387,96,118,2348,9272,110,5233,4229,30913,139,7060,1404,4641
32,248,6117,1.15,3090,3583,154165.817108155,-38903.1113230387,108,94,3879,20934,125,1161,6126,61742,77,614,1790,4400
32,249,15056,0.97,345,3548,151420.817108155,-38938.1113230387,147,151,3507,23173,123,3634,968,7067,78,5669,802,3796
32,250,10886,1.21,833,3551,151908.817108155,-38935.1113230387,136,112,2418,13736,59,3465,947,5108,62,5969,1078,3538
32,251,5609,0.76,3401,3557,154476.817108155,-38929.1113230387,89,117,1594,18732,36,364,936,10816,39,807,1411,3600
32,252,2197,1.15,497,3582,151572.817108155,-38904.1113230387,62,54,2398,10397,55,255,708,3546,40,369,594,1510
32,253,5944,0.99,2605,3561,153680.817108155,-38925.1113230387,94,95,3453,24661,193,1338,8333,61496,92,763,2342,6885
32,254,6731,0.93,2673,3556,153748.817108155,-38930.1113230387,99,106,2854,14674,83,791,1887,16949,59,871,716,2069
32,255,5827,1.64,2425,3560,153500.817108155,-38926.1113230387,115,70,1729,5994,83,666,1701,6033,67,880,1243,3101
32,256,4887,1.47,3486,3559,154561.817108155,-38927.1113230387,109,74,2878,11752,86,531,1469,10634,79,674,1820,4199
32,257,6960,0.73,459,3540,151534.817108155,-38946.1113230387,87,119,3662,24756,85,3444,1030,5251,65,4784,1775,4613
32,258,5006,0.87,922,3550,151997.817108155,-38936.1113230387,89,102,2483,21771,54,386,534,3733,53,1177,616,2465
32,259,8776,1.1,3539,3526,154614.817108155,-38960.1113230387,137,124,1401,7445,110,3318,1561,12654,102,5437,1508,4150
32,260,9683,1.07,977,3530,152052.817108155,-38956.1113230387,130,122,1984,14182,65,547,744,3655,41,624,1095,3203
32,261,11218,1.05,2557,3523,153632.817108155,-38963.1113230387,135,128,3141,12806,140,928,2463,12065,106,1597,2364,6133
32,262,7377,1.1,554,3517,151629.817108155,-38969.1113230387,110,100,4508,20342,69,3638,2553,23354,70,5327,887,3133
32,263,13786,1.04,2288,3509,153363.817108155,-38977.1113230387,145,140,4340,23001,129,6670,2023,12524,107,8918,878,3247
32,264,8087,1.8,3005,3524,154080.817108155,-38962.1113230387,148,82,2954,11187,150,2766,3576,38791,150,6777,3080,5878
32,265,7789,1.2,698,3512,151773.817108155,-38974.1113230387,121,101,2589,24926,55,4047,972,6103,53,6117,1319,3985
32,266,5876,1.06,3332,3520,154407.817108155,-38966.1113230387,94,89,2121,12503,66,485,1781,11278,68,1225,1959,4675
32,267,8825,1.16,2405,3496,153480.817108155,-38990.1113230387,118,102,3985,15781,144,6508,3835,27116,131,7803,1273,4215
32,268,5937,1.16,3429,3487,154504.817108155,-38999.1113230387,103,89,2499,17836,78,603,999,6706,70,1001,1866,4178
32,269,5336,0.86,4172,3495,155247.817108155,-38991.1113230387,78,91,86,943,75,4218,2535,19851,1089,8827,1722,4929
32,270,9723,1.36,2753,3481,153828.817108155,-39005.1113230387,146,107,4118,21237,114,5585,3368,52608,97,7518,921,3617
32,271,6693,1.35,2661,3482,153736.817108155,-39004.1113230387,132,98,4804,23604,103,487,3289,16197,93,943,1472,4222
32,272,8109,0.73,3258,3454,154333.817108155,-39032.1113230387,97,132,3110,14700,118,6324,2568,17414,127,10154,955,3556
32,273,9222,1.23,759,3470,151834.817108155,-39016.1113230387,139,113,3659,27922,59,3564,1050,5070,55,5987,1318,4158
32,274,3113,0.89,504,3467,151579.817108155,-39019.1113230387,70,79,1801,11298,131,4231,1036,5737,167,6526,741,1647
32,275,5722,0.73,427,3459,151502.817108155,-39027.1113230387,84,115,1751,7005,98,1167,1121,3674,59,1088,1358,4255
32,276,5612,1.17,3151,3461,154226.817108155,-39025.1113230387,103,88,2409,13972,67,4707,1481,43085,84,7321,972,2708
32,277,1275,0.54,4239,3467,155314.817108155,-39019.1113230387,33,61,39,572,20,345,3807,8991,226,2030,1117,3059
32,278,6629,1.11,1496,3463,152571.817108155,-39023.1113230387,98,88,2865,6974,244,3158,3119,8089,142,4938,1175,3697
32,279,9682,1.41,2970,3443,154045.817108155,-39043.1113230387,145,103,3299,28888,81,4919,2662,32033,106,6614,1966,4688
32,280,7466,1.06,3365,3438,154440.817108155,-39048.1113230387,124,117,1026,7863,505,6917,2147,11849,222,1926,1391,3880
32,281,4908,0.84,2138,3455,153213.817108155,-39031.1113230387,81,96,1770,9567,117,1965,2718,10657,89,997,836,4221
32,282,12101,1.08,921,3435,151996.817108155,-39051.1113230387,138,128,7611,34397,95,478,1989,11891,80,1006,1268,5254
32,283,9251,0.93,2206,3438,153281.817108155,-39048.1113230387,112,121,4252,19218,271,5713,2944,11293,117,8081,1301,4051
32,284,4138,0.88,3296,3436,154371.817108155,-39050.1113230387,74,84,2549,14125,143,2011,2050,6423,137,980,1487,3480
32,285,9878,1.26,581,3425,151656.817108155,-39061.1113230387,135,107,3273,21822,41,3899,802,5639,65,6627,384,1704
32,286,9293,1.62,2577,3423,153652.817108155,-39063.1113230387,147,91,2111,8606,113,4954,2578,44961,124,6177,1848,4434
32,287,4997,0.84,4050,3421,155125.817108155,-39065.1113230387,82,98,35,1389,36,4399,1489,11843,622,9317,1682,4385
32,288,8555,0.86,811,3408,151886.817108155,-39078.1113230387,107,124,2604,12938,53,3761,1790,8202,59,4051,1397,4114
32,289,5071,1.16,3061,3430,154136.817108155,-39056.1113230387,94,81,4060,29894,50,5680,1156,5969,77,8644,1672,3839
32,290,8151,1.02,2389,3406,153464.817108155,-39080.1113230387,104,102,3269,15037,115,9950,1766,16036,138,13896,1831,3452
32,291,3330,2,2696,3431,153771.817108155,-39055.1113230387,98,49,2099,7955,36,179,1580,5516,37,601,983,2629
32,292,8213,1.14,1259,3413,152334.817108155,-39073.1113230387,114,100,3772,9232,280,4192,2941,7573,156,6070,640,3823
32,293,6967,1.4,4123,3409,155198.817108155,-39077.1113230387,123,88,141,1678,73,6201,3334,19945,1463,14562,3061,6339
32,294,6266,1.08,2287,3398,153362.817108155,-39088.1113230387,95,88,4450,19996,85,2626,1561,8741,94,5293,1682,3439
32,295,4438,0.73,4221,3398,155296.817108155,-39088.1113230387,69,94,89,1513,61,5318,2272,17622,590,8340,862,3557
32,296,3148,1.32,1658,3416,152733.817108155,-39070.1113230387,82,62,3249,6967,148,536,3142,5716,64,599,989,2896
32,297,13782,1.53,3571,3364,154646.817108155,-39122.1113230387,242,158,375,2614,638,6070,2246,8400,396,6719,578,3903
32,298,7548,1.33,2983,3367,154058.817108155,-39119.1113230387,138,104,3589,17560,121,3477,2217,22934,80,6420,1481,3873
32,299,3307,0.97,424,3388,151499.817108155,-39098.1113230387,70,72,887,3783,54,393,890,3306,50,1235,687,2449
32,300,9007,1.29,662,3373,151737.817108155,-39113.1113230387,145,112,2450,10327,57,517,1613,4838,44,881,876,3643
32,301,6213,1.35,2895,3386,153970.817108155,-39100.1113230387,111,82,2267,16506,29,478,1025,3989,38,640,989,2919
32,302,6710,1.19,544,3369,151619.817108155,-39117.1113230387,119,100,2101,9698,104,2394,1380,4677,136,4621,1565,4111
32,303,5673,0.94,1647,3368,152722.817108155,-39118.1113230387,95,101,3762,11636,449,6531,3520,7200,80,981,641,2599
32,304,6340,0.79,1339,3367,152414.817108155,-39119.1113230387,84,106,2846,6327,207,3941,2708,8399,117,4862,1354,4234
32,305,6252,1.17,737,3357,151812.817108155,-39129.1113230387,108,92,2575,17206,35,413,1076,8041,33,595,768,2397
32,306,5072,1.15,2208,3347,153283.817108155,-39139.1113230387,98,85,2223,15952,237,4210,949,6434,87,5416,1434,2881
32,307,6019,1.36,2477,3360,153552.817108155,-39126.1113230387,116,85,2695,15155,146,3646,1402,6522,147,5332,2908,5766
32,308,6005,1.07,1414,3346,152489.817108155,-39140.1113230387,93,87,3069,9588,147,542,2915,6476,69,878,1815,4413
32,309,4539,1.01,4172,3357,155247.817108155,-39129.1113230387,85,84,278,2251,133,6617,3091,10177,1349,10790,2892,6033
32,310,9669,1.26,3080,3334,154155.817108155,-39152.1113230387,153,121,1927,15327,65,876,2494,33607,65,698,1042,3844
32,311,5293,1.5,4079,3345,155154.817108155,-39141.1113230387,108,72,208,1475,85,3537,2749,11117,1142,7332,2309,4952
32,312,4526,1.38,3500,3353,154575.817108155,-39133.1113230387,98,71,152,1815,108,1212,1228,5842,263,1926,1372,4487
32,313,8465,1.99,3731,3338,154806.817108155,-39148.1113230387,159,80,167,2159,126,1511,1343,4831,221,2221,1477,5016
32,314,6719,1.75,2817,3336,153892.817108155,-39150.1113230387,145,83,2419,13127,48,482,2725,41210,56,1226,830,3558
32,315,5500,1.14,2387,3320,153462.817108155,-39166.1113230387,96,84,4792,23941,143,6001,4889,33580,103,6224,623,2442
32,316,6161,1.07,2528,3320,153603.817108155,-39166.1113230387,104,97,1690,13269,71,5752,1181,7854,95,6824,2078,4087
32,317,7159,1.16,3952,3322,155027.817108155,-39164.1113230387,122,105,52,916,25,371,1305,14341,410,4121,873,3306
32,318,6517,0.9,471,3307,151546.817108155,-39179.1113230387,106,118,1840,7822,61,672,4372,21588,53,885,499,2780
32,319,6703,0.88,2250,3307,153325.817108155,-39179.1113230387,91,104,3278,23308,128,6661,1461,7508,136,7975,2597,4768
32,320,4653,1.23,1613,3306,152688.817108155,-39180.1113230387,91,74,3348,12115,163,4205,2672,6953,111,4792,1341,4267
32,321,4854,1.05,3804,3317,154879.817108155,-39169.1113230387,88,84,106,829,93,1054,1894,10511,567,2528,1949,4889
32,322,6411,1.41,664,3294,151739.817108155,-39192.1113230387,114,81,3455,12173,119,651,4140,22994,78,1168,427,1501
32,323,4529,0.84,2314,3309,153389.817108155,-39177.1113230387,70,83,2774,15655,47,356,1061,19281,48,549,1811,3545
32,324,5769,2.15,2924,3298,153999.817108155,-39188.1113230387,161,75,3504,14345,120,4683,3112,11980,101,7560,1024,3470
32,325,11311,1.5,3520,3273,154595.817108155,-39213.1113230387,201,134,140,1180,73,3418,2191,9563,411,6545,837,5415
32,326,9625,0.79,2160,3276,153235.817108155,-39210.1113230387,101,128,2775,24829,124,6881,848,6098,111,8328,1780,4374
32,327,6412,1.11,3968,3282,155043.817108155,-39204.1113230387,138,124,165,1225,121,1461,3104,15596,1020,4819,1184,3803
32,328,7348,1.11,567,3280,151642.817108155,-39206.1113230387,103,93,924,5670,99,3760,926,3755,110,6067,1826,4628
32,329,6456,1.3,2439,3282,153514.817108155,-39204.1113230387,109,84,3127,18814,141,5679,1793,25116,127,8546,1599,4083
32,330,3980,1.14,4087,3279,155162.817108155,-39207.1113230387,96,84,213,1174,107,5046,6771,28358,837,8295,2051,4863
32,331,7127,1.71,733,3277,151808.817108155,-39209.1113230387,142,83,2313,12834,72,547,1570,5075,42,666,570,2455
32,332,5703,1.19,3643,3293,154718.817108155,-39193.1113230387,99,83,175,1441,238,5275,2355,18710,389,8424,2380,5541
32,333,4750,0.97,4013,3271,155088.817108155,-39215.1113230387,88,91,121,1692,82,4989,3701,16100,256,7392,1175,4346
32,334,5317,0.71,1237,3273,152312.817108155,-39213.1113230387,82,115,2968,9707,221,954,3711,13026,92,738,1236,3325
32,335,1418,0.75,4235,3301,155310.817108155,-39185.1113230387,41,55,231,1298,234,4637,2558,9257,598,7831,1235,3533
32,336,13558,1.15,1937,3260,153012.817108155,-39226.1113230387,150,130,4886,13342,222,3307,4640,17621,142,4613,491,2672
32,337,2434,1.16,2803,3274,153878.817108155,-39212.1113230387,72,62,2402,10608,74,374,1117,6479,80,751,2458,4315
32,338,7255,1.24,2722,3271,153797.817108155,-39215.1113230387,113,91,6831,34328,124,6729,1650,22252,105,7067,1313,4121
32,339,7415,1.29,3736,3258,154811.817108155,-39228.1113230387,129,100,192,1607,195,4890,1805,6909,359,6425,1278,4685
32,340,6854,1.52,2840,3250,153915.817108155,-39236.1113230387,129,85,1495,12337,113,4220,932,5812,140,6160,1506,3964
32,341,10244,1.03,1303,3246,152378.817108155,-39240.1113230387,126,122,2551,7826,147,3147,3251,13133,91,6194,625,2964
32,342,6523,1.4,2547,3265,153622.817108155,-39221.1113230387,115,82,2193,11196,117,7554,1372,43624,101,8670,672,2457
32,343,4804,1.1,4210,3258,155285.817108155,-39228.1113230387,91,83,158,1866,85,5080,2390,14145,949,7510,2162,5139
32,344,6042,1.07,1184,3247,152259.817108155,-39239.1113230387,98,92,2855,6488,234,824,3297,12505,113,842,1986,5352
32,345,11559,1.24,3587,3213,154662.817108155,-39273.1113230387,155,125,293,1650,131,3124,3767,29656,179,2231,2218,7238
32,346,7528,1.19,2238,3213,153313.817108155,-39273.1113230387,114,96,2911,36351,114,6250,1788,29835,108,7125,1048,2669
32,347,6543,1.02,3904,3210,154979.817108155,-39276.1113230387,105,103,222,1511,785,9577,3113,19458,515,8091,1108,4407
32,348,4661,1.19,615,3218,151690.817108155,-39268.1113230387,87,73,214,2565,460,5469,931,7080,120,8776,549,3366
32,349,4625,0.59,4225,3182,155300.817108155,-39304.1113230387,60,101,183,1773,89,5390,1148,6885,487,7102,1569,4177
32,350,7588,1.37,4134,3195,155209.817108155,-39291.1113230387,138,101,272,1671,68,764,1789,20794,869,11279,1636,5375
32,351,9609,1.4,4023,3187,155098.817108155,-39299.1113230387,150,107,535,1771,149,3707,1328,11446,149,7237,983,4545
32,352,17789,1.11,1978,3154,153053.817108155,-39332.1113230387,165,149,3558,15606,441,9972,2339,11795,256,10797,293,2978
32,353,9693,0.78,2112,3162,153187.817108155,-39324.1113230387,113,144,2536,15639,138,5559,806,6735,78,6587,1143,3854
32,354,7287,1.42,2540,3189,153615.817108155,-39297.1113230387,112,79,3157,11445,156,1414,2720,25958,84,756,543,2309
32,355,4177,0.79,4164,3162,155239.817108155,-39324.1113230387,86,109,208,1678,65,6219,1916,8023,341,7153,829,3230
32,356,2776,0.86,3508,3175,154583.817108155,-39311.1113230387,65,76,407,2015,150,5791,5801,22208,917,15998,998,2517
32,357,6537,1.7,2434,3153,153509.817108155,-39333.1113230387,129,76,5312,20762,175,6428,3195,29503,116,7753,624,2189
32,358,3498,0.88,3432,3159,154507.817108155,-39327.1113230387,74,84,189,2622,72,754,4870,15553,184,4631,480,2248
32,359,4199,0.98,3461,3149,154536.817108155,-39337.1113230387,101,103,233,2498,55,399,6044,26694,564,6713,1943,4613
32,360,6010,1.26,249,3157,151324.817108155,-39329.1113230387,103,82,230,1965,67,5223,1088,6569,70,6266,304,2036
32,361,11597,1.26,2191,3134,153266.817108155,-39352.1113230387,142,113,1960,17817,115,4439,1007,9479,87,6038,1189,4175
32,362,5378,0.93,3759,3144,154834.817108155,-39342.1113230387,87,94,232,2079,818,7030,2911,11134,473,9007,2035,4773
32,363,5869,0.84,3687,3136,154762.817108155,-39350.1113230387,88,105,214,1549,491,6295,2398,13295,466,7651,1396,4261
32,364,9163,1.21,2316,3134,153391.817108155,-39352.1113230387,122,101,2113,13838,133,6453,1860,51820,112,7386,716,3454
32,365,8151,1.21,1035,3131,152110.817108155,-39355.1113230387,115,95,1565,4557,2504,8993,2871,8274,289,1711,919,2525
32,366,7963,1.49,134,3128,151209.817108155,-39358.1113230387,133,89,20,1240,10,233,1416,8459,21,589,159,1276
32,367,5994,1.07,3813,3122,154888.817108155,-39364.1113230387,108,101,297,1666,104,681,3086,19358,854,10296,2588,6485
32,368,6566,1.27,3279,3105,154354.817108155,-39381.1113230387,114,90,96,1521,113,4377,1487,11388,552,12909,1740,5245
32,369,7078,1.57,3501,3106,154576.817108155,-39380.1113230387,152,97,218,1640,98,5136,2394,11595,306,7019,1018,3995
32,370,3648,1.46,4090,3120,155165.817108155,-39366.1113230387,89,61,331,1189,85,2908,1537,6213,322,6497,1276,4231
32,371,6072,1.04,4027,3097,155102.817108155,-39389.1113230387,99,95,313,1843,130,5791,653,10693,404,8498,1889,6282
32,372,7497,1.12,3188,3089,154263.817108155,-39397.1113230387,106,95,160,1571,56,4019,1753,13078,749,16072,1556,5831
32,373,5747,1.05,771,3085,151846.817108155,-39401.1113230387,91,87,167,1894,1593,12293,1248,6559,70,1397,22,280
32,374,4033,1.65,3662,3087,154737.817108155,-39399.1113230387,109,66,156,1284,240,2187,4150,20332,473,3536,782,2809
32,375,4254,1.22,2491,3064,153566.817108155,-39422.1113230387,83,68,330,2419,60,4903,582,4680,53,6113,707,2853
32,376,14180,1.84,3036,3041,154111.817108155,-39445.1113230387,212,115,233,2449,69,5357,1895,13504,86,6720,648,2786
32,377,4586,1.42,3526,3054,154601.817108155,-39432.1113230387,94,66,169,896,67,882,2331,35154,339,1425,2071,5570
32,378,6038,1.3,1243,3037,152318.817108155,-39449.1113230387,103,79,4292,10885,140,3009,2046,7066,78,5191,585,2739
32,379,4726,1,3823,3026,154898.817108155,-39460.1113230387,79,79,347,1174,176,3649,1810,8443,369,2695,2099,6830
32,380,7545,1.15,3590,3011,154665.817108155,-39475.1113230387,121,105,162,1687,108,5947,9381,47863,1053,8482,2340,5677
32,381,3719,0.75,3760,3017,154835.817108155,-39469.1113230387,62,83,262,1002,61,976,2336,17253,513,2591,2670,6056
32,382,4387,0.89,1649,3011,152724.817108155,-39475.1113230387,81,91,3658,10995,503,5579,1739,6137,132,1472,602,1862
32,383,10858,1.04,1857,2992,152932.817108155,-39494.1113230387,126,121,228,2171,100,7016,691,5753,50,6915,816,2355
32,384,2937,0.68,3662,3004,154737.817108155,-39482.1113230387,58,85,103,1595,93,3608,3560,16666,308,7729,1228,2801
32,385,3474,0.78,3710,3000,154785.817108155,-39486.1113230387,57,73,173,1166,43,375,1785,10899,477,2682,2732,5987
32,386,8491,1.51,2917,2979,153992.817108155,-39507.1113230387,174,115,206,2090,102,6568,1831,8084,125,7370,1188,3391
32,387,10270,1.32,1727,2978,152802.817108155,-39508.1113230387,143,108,1128,21235,2069,18531,1502,7296,169,6063,1499,5209
32,388,7242,1.59,3237,2980,154312.817108155,-39506.1113230387,135,85,142,1403,39,828,1708,6800,149,1262,482,2531
32,389,4173,1.41,3445,2991,154520.817108155,-39495.1113230387,90,64,213,2084,1129,9714,3222,12547,784,7215,789,2845
32,390,5207,1.19,3626,2953,154701.817108155,-39533.1113230387,100,84,206,1868,319,6893,3139,10939,478,9359,2182,5196
32,391,7500,1.24,171,2956,151246.817108155,-39530.1113230387,120,97,183,1614,82,5651,1672,15284,89,8615,457,2826
32,392,7812,1.04,2064,2954,153139.817108155,-39532.1113230387,105,101,539,6671,3472,39835,755,5369,138,7555,309,2331
32,393,6542,1.96,2938,2946,154013.817108155,-39540.1113230387,149,76,85,1082,321,5587,678,3901,142,1516,1028,4048
32,394,7484,1.14,3445,2920,154520.817108155,-39566.1113230387,117,103,205,1825,359,13804,3084,13000,897,6959,2293,5598
32,395,5419,1.09,3542,2933,154617.817108155,-39553.1113230387,96,88,253,2243,514,6010,3589,17818,286,2656,1511,4311
32,396,9482,1.66,2782,2925,153857.817108155,-39561.1113230387,158,95,139,1973,112,6684,1114,25413,88,7590,1024,4137
32,397,4319,1.06,3260,2910,154335.817108155,-39576.1113230387,85,80,287,1441,59,3345,811,6015,290,5778,1872,6931
32,398,11440,1.24,593,2885,151668.817108155,-39601.1113230387,152,123,166,1616,26,633,1045,14454,39,915,920,6072
32,399,4331,0.98,3404,2896,154479.817108155,-39590.1113230387,82,84,106,1159,94,3760,2010,20591,895,8519,1442,4838
32,400,18159,1.14,950,2848,152025.817108155,-39638.1113230387,197,173,831,4652,7657,35733,1162,6425,102,3900,475,3118
32,401,9366,1.07,64,2864,151139.817108155,-39622.1113230387,129,121,240,2937,619,14186,1606,9163,70,7197,420,3631
32,402,6241,1.21,1680,2876,152755.817108155,-39610.1113230387,109,90,401,2017,595,10810,1009,3973,59,703,648,2666
32,403,4868,1.17,3522,2856,154597.817108155,-39630.1113230387,90,77,251,2005,463,6203,3571,17408,437,7062,729,3449
32,404,7466,1.11,3320,2853,154395.817108155,-39633.1113230387,105,95,200,1094,172,2231,1647,9911,105,1470,1441,5099
32,405,4834,0.98,4215,2846,155290.817108155,-39640.1113230387,79,81,455,3178,2151,18210,1883,11600,61,682,141,2083
32,406,8329,1.08,3102,2828,154177.817108155,-39658.1113230387,119,110,347,2274,104,6458,1535,6782,105,8180,902,3683
32,407,10631,1.22,1668,2805,152743.817108155,-39681.1113230387,169,138,310,1781,76,452,2683,8494,41,637,226,2040
32,408,7149,0.94,1844,2812,152919.817108155,-39674.1113230387,118,125,269,2217,82,5471,2420,9809,100,7684,1246,3918
32,409,12378,1.1,1469,2780,152544.817108155,-39706.1113230387,142,129,4616,38832,745,6855,2402,9495,168,7613,156,1655
32,410,10155,1.99,2728,2800,153803.817108155,-39686.1113230387,169,85,194,1938,69,6112,1007,7322,140,7885,381,2189
32,411,4067,1.24,3008,2810,154083.817108155,-39676.1113230387,82,66,390,1550,94,3262,630,5232,574,5371,1717,4682
32,412,5703,1.11,1754,2774,152829.817108155,-39712.1113230387,99,89,145,1808,40,478,1647,6412,42,488,859,2385
32,413,12747,1.6,2074,2781,153149.817108155,-39705.1113230387,173,108,186,2350,61,2204,1701,19951,71,1173,766,5312
32,414,7444,1.41,375,2767,151450.817108155,-39719.1113230387,140,99,345,2336,88,5299,1061,6741,80,5635,865,3573
32,415,12179,1.43,505,2716,151580.817108155,-39770.1113230387,167,117,279,1746,61,4637,1805,8620,59,7705,393,2271
32,416,11339,1.23,72,2719,151147.817108155,-39767.1113230387,137,111,995,65063,321,9395,769,7010,125,5988,817,4645
32,417,8537,1.9,2209,2733,153284.817108155,-39753.1113230387,150,79,196,2114,989,11223,1141,5530,183,7841,509,3592
32,418,3372,0.93,2763,2732,153838.817108155,-39754.1113230387,64,69,182,1259,63,5856,1115,7548,120,8691,1246,3997
32,419,8934,1.6,1678,2718,152753.817108155,-39768.1113230387,147,92,187,1862,55,5638,1339,5499,56,5869,701,2325
32,420,7936,1.11,1564,2703,152639.817108155,-39783.1113230387,114,103,334,2183,200,4181,1052,5863,94,1057,1214,4524
32,421,11370,2.1,2027,2695,153102.817108155,-39791.1113230387,183,87,66,1630,19,353,902,6436,209,5006,634,4026
32,422,4168,1.42,1774,2707,152849.817108155,-39779.1113230387,91,64,282,1440,111,947,1398,4418,349,2300,2121,4706
32,423,6402,1.42,203,2689,151278.817108155,-39797.1113230387,111,78,637,64180,36,868,1444,19863,66,1100,682,4549
32,424,7647,1.35,2518,2683,153593.817108155,-39803.1113230387,116,86,991,3022,281,4144,1179,5519,195,5623,355,1991
32,425,6697,1.75,1493,2672,152568.817108155,-39814.1113230387,128,73,301,2695,520,5953,737,3073,81,1075,1441,4945
