"fov","cell_ID","Area","AspectRatio","CenterX_local_px","CenterY_local_px","CenterX_global_px","CenterY_global_px","Width","Height","Mean.PanCK","Max.PanCK","Mean.CD68","Max.CD68","Mean.MembraneStain_B2M","Max.MembraneStain_B2M","Mean.CD45","Max.CD45","Mean.DAPI","Max.DAPI"
32,426,7370,1.13,1830,2658,152905.817108155,-39828.1113230387,111,98,146,2808,41,839,1587,8084,75,1480,996,4478
32,427,5381,1.27,925,2666,152000.817108155,-39820.1113230387,94,74,257,1023,92,2780,1070,5232,56,5998,1441,5333
32,428,5524,1.4,1739,2662,152814.817108155,-39824.1113230387,112,80,315,2111,126,7175,1765,8707,166,7005,1195,4045
32,429,7595,1.31,1655,2639,152730.817108155,-39847.1113230387,123,94,221,1921,72,5474,1746,9885,119,7357,306,1682
32,430,7169,1.35,2805,2641,153880.817108155,-39845.1113230387,139,103,204,1181,210,3258,1988,15649,319,2001,1437,4267
32,431,6400,1.54,2190,2650,153265.817108155,-39836.1113230387,125,81,201,1607,55,536,1250,7514,181,1532,1147,4980
32,432,5169,1.19,2703,2647,153778.817108155,-39839.1113230387,89,75,147,959,72,1177,1806,7877,923,5412,1936,5014
32,433,11095,1.37,3833,2608,154908.817108155,-39878.1113230387,151,110,158,1242,355,5220,715,5789,146,7873,703,3548
32,434,6903,1.58,1551,2610,152626.817108155,-39876.1113230387,120,76,58,889,19,339,1052,9662,266,4823,722,4056
32,435,4194,1.63,2200,2602,153275.817108155,-39884.1113230387,93,57,200,1573,88,4227,1034,5276,674,5773,1420,4651
32,436,6859,1.05,2108,2577,153183.817108155,-39909.1113230387,100,95,52,1094,54,1734,2390,29777,155,1210,260,1597
32,437,13383,1.39,2880,2561,153955.817108155,-39925.1113230387,165,119,381,2798,241,7078,2194,12232,528,9045,1028,4815
32,438,4959,1.32,1857,2582,152932.817108155,-39904.1113230387,91,69,163,1514,142,2113,1068,5405,198,3168,140,1534
32,439,7025,1.04,2018,2572,153093.817108155,-39914.1113230387,97,93,174,1727,286,5877,1029,7243,101,6822,1377,5563
32,440,4705,0.91,1782,2572,152857.817108155,-39914.1113230387,74,81,221,2155,39,432,743,10251,107,1309,934,3606
32,441,8527,1.44,2449,2558,153524.817108155,-39928.1113230387,128,89,226,1493,456,6954,1135,6129,237,8879,1077,5553
32,442,6195,1.25,1699,2562,152774.817108155,-39924.1113230387,96,77,200,1253,41,537,820,5512,77,1141,578,3974
32,443,5627,1.3,2350,2542,153425.817108155,-39944.1113230387,96,74,164,2222,611,4375,1052,6904,227,1791,958,4152
32,444,6026,0.89,2169,2515,153244.817108155,-39971.1113230387,93,104,127,5382,166,3842,1695,11123,363,2697,1199,3737
32,445,2690,0.76,4230,2533,155305.817108155,-39953.1113230387,50,66,173,1297,233,3849,1659,10153,132,6201,76,944
32,446,7129,1.47,3879,2514,154954.817108155,-39972.1113230387,115,78,550,2997,2873,18038,1921,9935,174,5220,107,517
32,447,2165,0.83,2076,2501,153151.817108155,-39985.1113230387,52,63,185,766,105,1005,2814,15878,259,1442,578,2046
32,448,6732,1.26,2009,2489,153084.817108155,-39997.1113230387,103,82,179,2143,51,548,685,3021,136,7195,1030,3882
32,449,7478,1.3,2110,2480,153185.817108155,-40006.1113230387,131,101,192,1728,61,1109,5768,34836,214,2257,1239,4660
32,450,5785,1.35,1203,2466,152278.817108155,-40020.1113230387,104,77,235,2690,838,10924,964,6440,80,6468,484,2678
32,451,4495,1.11,328,2448,151403.817108155,-40038.1113230387,81,73,315,2599,1326,11159,829,4354,65,683,51,404
32,452,3766,1.13,1573,2437,152648.817108155,-40049.1113230387,76,67,189,1573,42,510,2598,18293,147,2900,657,3303
32,453,5137,1.66,1409,2428,152484.817108155,-40058.1113230387,108,65,196,1884,1026,8314,766,4670,334,6963,826,3578
32,454,8459,0.84,1907,2402,152982.817108155,-40084.1113230387,95,113,293,2218,1198,14444,1805,9125,342,8452,1209,5720
32,455,8040,1.15,1760,2404,152835.817108155,-40082.1113230387,116,101,220,1724,626,8691,651,3662,127,5519,469,2625
32,456,7205,0.89,1990,2400,153065.817108155,-40086.1113230387,86,97,333,1559,104,1811,1979,9335,300,4541,1534,6442
32,457,9752,1.35,2099,2396,153174.817108155,-40090.1113230387,135,100,416,2584,230,5601,2068,13946,113,4133,666,3668
32,458,4206,1.16,1664,2406,152739.817108155,-40080.1113230387,85,73,259,1468,47,470,524,3371,372,3967,357,3098
32,459,7747,1.2,3248,2289,154323.817108155,-40197.1113230387,109,91,212,1519,142,5915,738,5434,396,6662,1183,4457
32,460,4242,0.7,30,2283,151105.817108155,-40203.1113230387,61,87,144,1549,226,5834,694,5083,205,6041,1116,4719
32,461,15644,1.72,3663,2269,154738.817108155,-40217.1113230387,191,111,1244,8428,4499,21351,2119,8479,184,1404,875,4370
32,462,9211,1.6,2063,2273,153138.817108155,-40213.1113230387,139,87,202,1640,49,820,568,9180,54,823,1015,4283
32,463,8219,1.15,95,2225,151170.817108155,-40261.1113230387,115,100,118,1694,117,6080,1384,27993,582,6806,1260,3900
32,464,11723,1.23,3726,2193,154801.817108155,-40293.1113230387,136,111,1339,5118,5757,27381,1927,8013,267,6876,738,3478
32,465,4449,1.14,1500,2200,152575.817108155,-40286.1113230387,88,77,108,1975,252,7327,1509,12988,479,8048,1056,3189
32,466,3781,0.94,3631,2182,154706.817108155,-40304.1113230387,68,72,200,1599,388,4407,993,5379,276,7765,915,2871
32,467,11467,1.5,357,2159,151432.817108155,-40327.1113230387,158,105,556,2195,181,7011,1877,9391,113,8447,575,3050
32,468,15937,1.7,3515,2154,154590.817108155,-40332.1113230387,199,117,1258,6017,4212,18157,2840,10199,299,8614,205,1200
32,469,10589,1.22,99,2130,151174.817108155,-40356.1113230387,128,105,326,2979,1562,13898,2760,12886,106,791,987,4636
32,470,4669,0.42,24,2131,151099.817108155,-40355.1113230387,50,119,97,2681,236,4251,1869,10112,224,2871,673,3302
32,471,6137,1.29,2770,2135,153845.817108155,-40351.1113230387,117,91,322,3389,3158,19380,3268,13430,116,1157,74,490
32,472,12540,1.26,227,2120,151302.817108155,-40366.1113230387,148,117,250,1018,200,5098,1972,11067,122,1639,937,4974
32,473,11023,1.65,4118,2118,155193.817108155,-40368.1113230387,173,105,596,4163,777,7508,1171,6243,89,1379,243,1474
32,474,5797,2.19,3155,2137,154230.817108155,-40349.1113230387,129,59,1009,4552,1893,7858,1742,6443,187,8651,188,842
32,475,10825,1.55,356,2084,151431.817108155,-40402.1113230387,161,104,103,1194,318,5604,1801,8956,235,6095,958,3181
32,476,10101,2.44,570,2109,151645.817108155,-40377.1113230387,173,71,373,2530,574,8079,2222,17660,221,9821,1174,5855
32,477,7997,1.03,2366,2085,153441.817108155,-40401.1113230387,119,115,207,2281,84,6060,3632,16828,197,7163,548,3086
32,478,6603,1.17,2291,2089,153366.817108155,-40397.1113230387,116,99,107,1210,99,5429,1232,11461,191,6653,407,2671
32,479,19972,1.04,3127,2052,154202.817108155,-40434.1113230387,167,161,2243,6557,11542,33603,2312,6549,328,1468,882,4069
32,480,12076,1.84,1893,2073,152968.817108155,-40413.1113230387,175,95,278,2354,70,8487,1514,13859,175,7550,882,4884
32,481,11278,1.31,1055,2060,152130.817108155,-40426.1113230387,149,114,336,1787,605,8775,2097,9961,610,8483,1304,4555
32,482,6583,1.36,1255,2072,152330.817108155,-40414.1113230387,110,81,162,1540,463,6986,1194,8652,253,2248,332,2361
32,483,10579,1.06,1477,2048,152552.817108155,-40438.1113230387,124,117,224,1838,910,7590,1571,13222,351,5246,840,3411
32,484,6815,0.88,2508,2046,153583.817108155,-40440.1113230387,100,113,188,2369,729,12759,3157,14341,593,3306,1716,4862
32,485,8602,0.96,3254,2048,154329.817108155,-40438.1113230387,109,113,2159,6722,6868,19694,1995,6570,324,2126,315,938
32,486,5549,1.14,505,2050,151580.817108155,-40436.1113230387,89,78,142,1147,113,1742,2597,15502,927,10319,2059,4677
32,487,4230,0.83,578,2044,151653.817108155,-40442.1113230387,65,78,312,3505,337,14296,2743,11778,671,16642,2077,4295
32,488,13259,0.87,2580,2023,153655.817108155,-40463.1113230387,125,143,218,1716,374,11309,2734,17102,890,6825,1482,5682
32,489,9360,1.43,3350,2044,154425.817108155,-40442.1113230387,133,93,1689,6731,5057,19404,1419,4417,216,1454,247,959
32,490,4723,0.63,773,2033,151848.817108155,-40453.1113230387,65,103,226,2246,154,1407,3510,11858,804,5265,2471,5903
32,491,4836,1.53,414,2044,151489.817108155,-40442.1113230387,104,68,69,1380,46,321,872,3914,137,1239,925,1983
32,492,4531,0.78,994,2021,152069.817108155,-40465.1113230387,73,94,171,962,153,5040,1376,8363,517,3948,1655,4331
32,493,6258,1.16,1175,2040,152250.817108155,-40446.1113230387,100,86,66,1002,82,642,1478,11083,261,1631,1518,5607
32,494,3264,0.99,658,2034,151733.817108155,-40452.1113230387,79,80,200,1049,70,707,2854,11607,1140,5767,2708,5612
32,495,5260,0.93,874,2032,151949.817108155,-40454.1113230387,86,92,975,5876,459,4392,2842,8758,868,6357,2615,5584
32,496,3744,0.46,22,2020,151097.817108155,-40466.1113230387,46,101,248,2122,466,4463,3466,12009,155,1223,1267,3897
32,497,2646,0.59,816,2025,151891.817108155,-40461.1113230387,45,76,1544,6050,521,6133,1868,6802,902,8934,3017,5210
32,498,6210,0.9,2426,2010,153501.817108155,-40476.1113230387,90,100,120,924,48,4439,1380,6470,215,7577,522,2588
32,499,8196,0.76,70,2002,151145.817108155,-40484.1113230387,92,121,280,1907,384,7354,3714,28318,128,6945,974,4535
32,500,9679,1.33,3794,2007,154869.817108155,-40479.1113230387,137,103,1397,5788,5557,19257,2472,10850,264,6472,243,1776
32,501,4465,1.72,696,2001,151771.817108155,-40485.1113230387,110,64,433,1616,192,1267,2343,11324,465,5585,2424,5575
32,502,5325,1.13,2245,2010,153320.817108155,-40476.1113230387,87,77,390,2140,126,7459,1791,20341,181,8725,187,1943
32,503,6609,1.27,910,1990,151985.817108155,-40496.1113230387,113,89,177,2128,58,1158,2991,19940,292,2528,1647,5227
32,504,4936,0.85,3919,1994,154994.817108155,-40492.1113230387,79,93,173,1656,79,5022,1018,5029,88,7458,441,1541
32,505,5316,0.84,3865,1987,154940.817108155,-40499.1113230387,83,99,315,1578,325,3428,1787,7762,121,8446,986,3047
32,506,5486,0.8,148,1991,151223.817108155,-40495.1113230387,73,91,374,1777,207,2820,2255,13239,119,4577,1698,5840
32,507,10315,1.22,221,1970,151296.817108155,-40516.1113230387,143,117,304,1491,390,4455,4475,34079,348,4286,1272,3793
32,508,9624,1.2,390,1968,151465.817108155,-40518.1113230387,127,106,298,1726,143,4997,2640,12523,304,6653,1848,5538
32,509,8230,1.29,1621,1968,152696.817108155,-40518.1113230387,130,101,253,1824,72,944,1696,22542,398,2418,1350,4147
32,510,9291,1.09,577,1954,151652.817108155,-40532.1113230387,131,120,256,1521,332,11535,3202,13276,427,2298,1285,5025
32,511,5703,1.07,1112,1967,152187.817108155,-40519.1113230387,89,83,103,1584,160,4926,1017,4825,174,7333,389,1852
32,512,12163,1.08,1220,1954,152295.817108155,-40532.1113230387,132,122,271,1622,603,4133,1594,9382,445,6922,1187,3955
32,513,3448,1,317,1965,151392.817108155,-40521.1113230387,72,72,144,1022,76,2793,2763,14852,937,6717,2419,5402
32,514,5203,0.95,493,1952,151568.817108155,-40534.1113230387,84,88,434,2351,1941,16208,3036,11885,340,5324,836,3199
32,515,5839,1.2,1861,1959,152936.817108155,-40527.1113230387,100,83,595,2441,182,4712,1605,6061,135,6122,556,2367
32,516,10437,0.97,2165,1933,153240.817108155,-40553.1113230387,131,135,398,2377,564,8476,1351,6765,121,6948,781,3542
32,517,9722,1.8,3176,1954,154251.817108155,-40532.1113230387,153,85,208,1381,278,5490,1545,19295,249,6888,387,3350
32,518,5669,0.8,664,1941,151739.817108155,-40545.1113230387,82,102,377,1796,146,6056,2569,14170,149,7842,1409,5379
32,519,7217,0.83,733,1932,151808.817108155,-40554.1113230387,91,109,388,2084,138,7512,2544,12227,191,10427,1594,4873
32,520,5690,1.55,3310,1955,154385.817108155,-40531.1113230387,110,71,685,3036,1760,9784,1056,5916,116,1434,361,2031
32,521,5248,0.85,811,1933,151886.817108155,-40553.1113230387,88,103,432,1397,114,1028,2343,8291,221,2566,2002,5621
32,522,6776,0.79,2676,1923,153751.817108155,-40563.1113230387,85,107,1013,2543,314,6613,1184,7783,234,7817,232,983
32,523,9252,1.02,2321,1918,153396.817108155,-40568.1113230387,115,113,326,1996,409,7266,1156,6129,306,8588,812,3195
32,524,4923,0.82,1329,1926,152404.817108155,-40560.1113230387,75,91,123,1600,464,6346,1490,8143,387,8826,741,2258
32,525,5027,1.11,1553,1932,152628.817108155,-40554.1113230387,91,82,195,1509,79,4667,1528,7108,464,6344,1185,3236
32,526,11611,1.6,884,1891,151959.817108155,-40595.1113230387,184,115,267,1508,332,4521,1772,8606,132,6211,639,5144
32,527,5008,1.45,3350,1916,154425.817108155,-40570.1113230387,123,85,365,2216,1719,7473,2496,9332,167,1020,289,1483
32,528,5906,1.33,3800,1919,154875.817108155,-40567.1113230387,105,79,47,699,75,1191,2824,30405,32,467,14,284
32,529,4981,1.18,268,1907,151343.817108155,-40579.1113230387,87,74,116,1386,105,4759,2936,14010,142,5950,849,3794
32,530,7127,1.06,3397,1901,154472.817108155,-40585.1113230387,115,108,469,2521,3050,16110,2695,10969,143,973,84,394
32,531,5497,1.02,341,1891,151416.817108155,-40595.1113230387,91,89,125,2099,108,9253,2714,14879,214,10984,1044,3249
32,532,8534,1.16,2832,1894,153907.817108155,-40592.1113230387,113,97,1439,7906,420,976,599,2866,288,1482,250,474
32,533,5409,1.08,2031,1886,153106.817108155,-40600.1113230387,95,88,590,1689,147,733,1620,7189,103,590,384,1642
32,534,7164,1.07,419,1876,151494.817108155,-40610.1113230387,103,96,163,1927,99,7155,2090,13721,208,7804,606,2823
32,535,8118,0.91,1055,1868,152130.817108155,-40618.1113230387,103,113,153,1558,73,4678,1754,8464,144,5559,901,4017
32,536,8515,1.11,1533,1860,152608.817108155,-40626.1113230387,119,107,191,2171,108,8054,1416,9467,777,12283,1168,3418
32,537,11782,1.22,1156,1858,152231.817108155,-40628.1113230387,133,109,224,1592,168,5205,2267,25452,247,7621,1697,5198
32,538,8246,1.09,2953,1860,154028.817108155,-40626.1113230387,107,98,390,2091,110,6087,1055,19481,578,6997,1420,5989
32,539,7784,1.11,1399,1855,152474.817108155,-40631.1113230387,110,99,77,1644,132,1423,1003,5166,165,1913,602,3024
32,540,4711,0.86,1242,1858,152317.817108155,-40628.1113230387,73,85,125,3713,584,18793,1940,13765,397,20385,867,2955
32,541,5011,1.28,1318,1852,152393.817108155,-40634.1113230387,91,71,55,1526,107,5961,1153,16903,349,8673,1663,5179
32,542,7326,1.27,2218,1836,153293.817108155,-40650.1113230387,113,89,374,2283,461,8334,1259,8975,154,8309,1145,3739
32,543,7959,1.78,2648,1839,153723.817108155,-40647.1113230387,141,79,173,1654,820,11853,1701,10087,191,8787,18,271
32,544,7035,1.19,2335,1826,153410.817108155,-40660.1113230387,106,89,249,4349,125,7156,976,5921,455,9922,1191,4034
32,545,13246,0.96,3402,1787,154477.817108155,-40699.1113230387,133,138,314,2490,1071,19102,1986,11685,100,2127,348,2550
32,546,7664,1.1,538,1814,151613.817108155,-40672.1113230387,107,97,188,1413,606,6994,3590,12751,371,7544,1290,4429
32,547,6076,0.82,717,1807,151792.817108155,-40679.1113230387,91,111,221,1283,774,9678,3977,23635,302,3745,842,4019
32,548,4914,1.49,2874,1822,153949.817108155,-40664.1113230387,103,69,186,1502,55,368,1001,7475,603,4254,696,3212
32,549,2676,0.83,601,1816,151676.817108155,-40670.1113230387,57,69,566,2297,3227,12991,2526,12475,217,1495,1288,3093
32,550,4970,0.99,794,1789,151869.817108155,-40697.1113230387,94,95,120,1960,420,5856,1963,9336,210,5677,1658,4645
32,551,5581,0.85,846,1800,151921.817108155,-40686.1113230387,86,101,140,1643,420,7511,1397,8673,292,8531,1747,4179
32,552,5663,1.4,1568,1797,152643.817108155,-40689.1113230387,105,75,93,1242,48,4025,638,5289,521,5495,1195,4369
32,553,9843,1.27,282,1779,151357.817108155,-40707.1113230387,137,108,143,2597,222,7241,1549,14512,380,7948,1503,4703
32,554,5395,1.69,665,1785,151740.817108155,-40701.1113230387,113,67,91,952,274,6340,1427,8214,123,1894,1360,3700
32,555,6413,1.33,3245,1784,154320.817108155,-40702.1113230387,110,83,360,10911,118,3486,1498,8515,215,7251,397,2654
32,556,9397,1.2,917,1774,151992.817108155,-40712.1113230387,126,105,172,2844,341,9226,1304,21248,374,11725,1421,4632
32,557,5043,1.03,3788,1787,154863.817108155,-40699.1113230387,81,79,438,2223,2433,15093,1034,5874,83,4913,427,2907
32,558,4617,1.46,2929,1782,154004.817108155,-40704.1113230387,98,67,106,1729,101,5953,810,5577,156,8077,1129,3419
32,559,8500,1.06,208,1760,151283.817108155,-40726.1113230387,125,118,182,1331,228,5195,1265,6503,322,7529,1654,4442
32,560,4941,1.55,2642,1776,153717.817108155,-40710.1113230387,101,65,98,1690,99,5902,1788,11633,216,7157,29,212
32,561,4633,1.21,1259,1770,152334.817108155,-40716.1113230387,88,73,173,1040,44,448,2380,9393,94,759,871,5093
32,562,2882,1.25,3032,1769,154107.817108155,-40717.1113230387,74,59,281,1481,2141,15353,1617,5843,131,977,121,849
32,563,7458,1.61,3208,1749,154283.817108155,-40737.1113230387,137,85,314,61795,125,3997,2094,16587,1000,5652,1534,4310
32,564,6448,1.51,2431,1739,153506.817108155,-40747.1113230387,124,82,246,1682,168,5937,1072,6480,400,7272,1025,4885
32,565,4788,1.05,144,1730,151219.817108155,-40756.1113230387,85,81,83,1602,98,5849,1475,7133,268,7521,681,3151
32,566,10580,1.37,1530,1711,152605.817108155,-40775.1113230387,152,111,104,1364,65,5442,929,9063,151,7574,1003,4466
32,567,3703,1.01,3059,1725,154134.817108155,-40761.1113230387,78,77,80,769,183,1463,1636,10148,540,2926,924,3237
32,568,6437,1.84,1400,1720,152475.817108155,-40766.1113230387,134,73,88,1336,228,10350,795,8730,96,1706,1125,3517
32,569,5570,1.34,527,1725,151602.817108155,-40761.1113230387,95,71,154,1373,122,7488,552,5479,235,7007,553,2962
32,570,6154,1.27,3337,1714,154412.817108155,-40772.1113230387,103,81,263,1075,597,5039,5084,42009,224,1524,43,561
32,571,9435,1.04,2681,1697,153756.817108155,-40789.1113230387,115,111,139,1944,45,7265,2172,40585,145,9409,566,3496
32,572,8990,1.39,2290,1704,153365.817108155,-40782.1113230387,129,93,110,2423,88,1123,1360,8919,74,708,36,572
32,573,6187,1.53,3008,1705,154083.817108155,-40781.1113230387,133,87,101,2066,130,7012,2286,15646,365,8834,1113,4144
32,574,7732,1.09,2577,1698,153652.817108155,-40788.1113230387,106,97,252,1646,84,5549,837,5331,105,7465,736,2785
32,575,5052,1.34,1625,1706,152700.817108155,-40780.1113230387,95,71,101,1743,158,6872,952,5664,156,9065,183,1686
32,576,7311,2.36,3158,1685,154233.817108155,-40801.1113230387,165,70,135,1426,57,4462,952,4352,155,5307,611,2372
32,577,6591,1.43,2811,1685,153886.817108155,-40801.1113230387,107,75,105,1744,49,6718,558,5059,77,8861,768,3220
32,578,8104,1.46,2946,1671,154021.817108155,-40815.1113230387,134,92,145,1212,86,1948,1347,12613,209,3041,651,2680
32,579,13229,1.7,1782,1650,152857.817108155,-40836.1113230387,185,109,166,1799,44,5750,1234,8228,59,7860,753,4394
32,580,2855,0.88,3165,1638,154240.817108155,-40848.1113230387,60,68,203,1329,215,2160,3054,17229,198,1521,86,559
32,581,8347,1.24,3246,1621,154321.817108155,-40865.1113230387,129,104,157,1216,128,2995,2291,13366,249,1591,526,2794
32,582,9960,0.91,3289,1584,154364.817108155,-40902.1113230387,120,132,317,1797,328,7237,1880,9774,159,7552,1077,4794
32,583,6009,1.04,3508,1598,154583.817108155,-40888.1113230387,101,97,336,1969,431,6235,1521,10177,169,9235,466,1948
32,584,5572,1.55,2363,1604,153438.817108155,-40882.1113230387,107,69,114,1273,69,5655,1084,8386,91,8891,15,92
32,585,8570,1.74,2824,1598,153899.817108155,-40888.1113230387,134,77,199,1657,600,8775,2699,13578,411,7277,1151,4908
32,586,8688,1.16,343,1583,151418.817108155,-40903.1113230387,119,103,46,1707,56,5692,1014,5463,182,7162,820,3975
32,587,11992,1.34,2957,1576,154032.817108155,-40910.1113230387,146,109,167,2034,457,9405,2709,22339,200,2353,528,2906
32,588,4093,1.09,2195,1578,153270.817108155,-40908.1113230387,75,69,377,16559,78,4763,312,4640,90,8115,510,2339
32,589,5388,1.19,3594,1560,154669.817108155,-40926.1113230387,96,81,215,912,44,322,913,4494,317,1817,1355,4952
32,590,8692,0.93,1322,1531,152397.817108155,-40955.1113230387,122,131,135,2083,51,646,1325,8299,179,1500,569,2385
32,591,6143,1.08,1974,1537,153049.817108155,-40949.1113230387,107,99,132,1549,43,752,1011,4173,45,714,1077,3570
32,592,9660,2.31,2825,1531,153900.817108155,-40955.1113230387,171,74,137,1713,259,3139,1245,8750,71,1056,344,2496
32,593,9084,1.25,482,1524,151557.817108155,-40962.1113230387,125,100,164,1397,143,1241,1255,6570,270,5143,1015,3627
32,594,8309,1.58,1610,1525,152685.817108155,-40961.1113230387,125,79,11,930,4,163,954,9215,23,776,95,1220
32,595,8427,1.81,3345,1510,154420.817108155,-40976.1113230387,147,81,299,2308,96,3144,1094,5468,155,4478,1133,5431
32,596,7731,1.6,1881,1507,152956.817108155,-40979.1113230387,130,81,5,885,4,361,808,4762,18,324,102,858
32,597,9186,1.52,2069,1481,153144.817108155,-41005.1113230387,167,110,126,1726,32,4654,1236,6241,51,7598,186,1610
32,598,12102,1.52,1040,1482,152115.817108155,-41004.1113230387,154,101,166,1360,377,4944,716,5322,156,1594,797,4412
32,599,6707,1.31,1280,1478,152355.817108155,-41008.1113230387,110,84,322,1719,112,5871,622,7200,163,9644,1047,4394
32,600,7783,1.45,2959,1462,154034.817108155,-41024.1113230387,123,85,65,1514,34,6037,388,5518,53,7744,604,2686
32,601,14656,1.25,1518,1416,152593.817108155,-41070.1113230387,181,145,87,1421,30,4969,774,5213,52,8480,393,3540
32,602,5946,1.23,1140,1437,152215.817108155,-41049.1113230387,107,87,92,1045,42,988,1047,8811,1020,11520,1647,5013
32,603,8777,1.89,2228,1430,153303.817108155,-41056.1113230387,161,85,130,1390,27,457,1023,4779,51,958,561,2673
32,604,4433,1.2,3651,1434,154726.817108155,-41052.1113230387,83,69,160,1736,212,5326,608,2856,56,1130,519,2264
32,605,4284,0.88,3567,1424,154642.817108155,-41062.1113230387,71,81,156,1813,285,4747,1357,7678,74,1738,19,122
32,606,3623,1.46,472,1432,151547.817108155,-41054.1113230387,89,61,13,1407,15,347,965,15468,307,2444,371,1962
32,607,4651,1.14,1196,1394,152271.817108155,-41092.1113230387,97,85,106,1754,86,6909,987,5583,456,7903,1470,4488
32,608,13669,1.75,2305,1383,153380.817108155,-41103.1113230387,194,111,55,1394,17,402,1786,6574,37,949,551,3451
32,609,4629,1.34,483,1383,151558.817108155,-41103.1113230387,94,70,12,1464,26,803,1726,14536,292,3268,691,2652
32,610,8092,0.89,386,1372,151461.817108155,-41114.1113230387,101,113,765,2122,242,6196,1020,16917,147,6537,152,443
32,611,9471,1.67,2455,1363,153530.817108155,-41123.1113230387,160,96,66,1912,64,6686,1930,8505,125,8545,546,2135
32,612,2507,1.11,1217,1360,152292.817108155,-41126.1113230387,63,57,76,1534,75,3805,821,5297,397,7030,1082,4393
32,613,9408,1.48,1655,1356,152730.817108155,-41130.1113230387,144,97,166,1293,81,6288,1311,7502,253,8599,960,3649
32,614,10409,1.33,1398,1349,152473.817108155,-41137.1113230387,137,103,166,1883,95,8606,597,7506,226,11083,955,3805
32,615,10229,1.29,64,1330,151139.817108155,-41156.1113230387,130,101,4408,26347,166,1242,2184,13407,99,989,1801,6169
32,616,7952,0.82,534,1311,151609.817108155,-41175.1113230387,97,119,122,1292,492,7085,1904,20024,390,9315,908,3379
32,617,6738,1.2,1748,1325,152823.817108155,-41161.1113230387,109,91,56,1040,21,269,1818,8120,73,1048,514,2318
32,618,7142,1.28,2166,1328,153241.817108155,-41158.1113230387,109,85,58,1041,14,603,181,1424,23,581,783,2474
32,619,4968,0.55,487,1280,151562.817108155,-41206.1113230387,71,129,280,1435,270,3842,2769,24264,295,8140,1137,4283
32,620,6166,1.07,1638,1285,152713.817108155,-41201.1113230387,93,87,278,3328,153,10313,1378,13914,226,13810,1441,4577
32,621,11660,0.97,827,1279,151902.817108155,-41207.1113230387,123,127,539,1918,127,628,1172,7997,83,1487,369,2106
32,622,9151,1.18,3619,1292,154694.817108155,-41194.1113230387,119,101,406,1660,147,6126,259,5313,95,8211,1103,4339
32,623,8645,1.13,1814,1276,152889.817108155,-41210.1113230387,123,109,244,1884,83,8572,795,8396,225,10979,905,3826
32,624,7921,1.38,3277,1278,154352.817108155,-41208.1113230387,139,101,396,5326,60,524,1323,5904,49,1029,113,1511
32,625,7883,0.9,437,1266,151512.817108155,-41220.1113230387,108,120,146,1962,202,7955,2166,12194,200,13404,816,3659
32,626,5316,0.97,3879,1282,154954.817108155,-41204.1113230387,83,86,244,1909,1576,14987,1680,8909,181,2077,198,1738
32,627,9152,0.94,124,1240,151199.817108155,-41246.1113230387,114,121,1079,5560,119,1201,1540,9626,60,2004,1815,6942
32,628,8307,1.45,2795,1250,153870.817108155,-41236.1113230387,129,89,88,1682,27,6401,787,5894,69,7774,955,3220
32,629,11382,1.14,3711,1225,154786.817108155,-41261.1113230387,131,115,235,1662,186,3403,1322,8551,133,2815,833,4157
32,630,6712,2.11,3048,1224,154123.817108155,-41262.1113230387,137,65,124,1221,43,350,2132,11821,138,1583,1286,3764
32,631,3627,1.36,602,1220,151677.817108155,-41266.1113230387,83,61,26,646,20,251,714,4507,301,4051,729,2609
32,632,8260,1.01,1239,1196,152314.817108155,-41290.1113230387,110,109,270,2608,380,5794,1334,10708,187,12562,301,2908
32,633,12053,0.71,1096,1168,152171.817108155,-41318.1113230387,109,153,281,1743,85,5910,1368,8668,74,7351,304,2827
32,634,9531,1.07,543,1184,151618.817108155,-41302.1113230387,120,112,460,2059,127,700,1775,6947,104,2454,119,1802
32,635,6687,1.2,70,1192,151145.817108155,-41294.1113230387,113,94,3381,23043,101,495,1263,4423,83,1146,1780,4700
32,636,9861,1.23,3276,1165,154351.817108155,-41321.1113230387,137,111,88,3090,44,13337,1231,9985,85,18839,487,3596
32,637,4815,0.7,46,1137,151121.817108155,-41349.1113230387,94,135,2811,16415,199,923,1647,4894,147,1303,2207,4775
32,638,5240,0.88,192,1152,151267.817108155,-41334.1113230387,81,92,742,4355,98,747,1066,5959,38,557,1308,4963
32,639,12478,1.14,938,1112,152013.817108155,-41374.1113230387,133,117,285,1748,137,5467,1282,7009,118,8793,535,2906
32,640,5787,1.46,3181,1134,154256.817108155,-41352.1113230387,111,76,150,1775,40,578,2717,10356,62,2045,137,1243
32,641,4335,1.17,96,1113,151171.817108155,-41373.1113230387,97,83,2422,16997,108,925,1236,4462,98,1029,1833,5298
32,642,6150,0.84,98,1032,151173.817108155,-41454.1113230387,85,101,1311,5489,658,8051,1301,5614,158,6761,1718,4458
32,643,5330,1.41,2399,1046,153474.817108155,-41440.1113230387,103,73,1719,6777,121,359,679,14203,120,821,1819,4188
32,644,2646,0.64,23,1034,151098.817108155,-41452.1113230387,47,73,5661,21238,141,534,2405,6064,98,636,2035,3903
32,645,5880,1.38,2510,1037,153585.817108155,-41449.1113230387,116,84,2342,12163,152,2223,534,2206,152,4205,1772,4453
