cell_id	label	lab_color
f344_c890	Proliferating.B.Cell	orchid
f344_c891	unknown	#c0c8cf
f344_c892	dropped	grey30
f344_c893	dropped	grey30
f344_c894	dropped	grey30
f344_c895	dropped	grey30
f344_c896	dropped	grey30
f344_c897	dropped	grey30
f344_c898	dropped	grey30
f344_c899	dropped	grey30
f344_c9	dropped	grey30
f344_c90	dropped	grey30
f344_c900	dropped	grey30
f344_c901	dropped	grey30
f344_c902	dropped	grey30
f344_c903	dropped	grey30
f344_c904	dropped	grey30
f344_c905	dropped	grey30
f344_c906	dropped	grey30
f344_c907	dropped	grey30
f344_c908	dropped	grey30
f344_c909	Proliferating.B.Cell	orchid
f344_c91	dropped	grey30
f344_c910	dropped	grey30
f344_c911	dropped	grey30
f344_c912	dropped	grey30
f344_c913	dropped	grey30
f344_c914	dropped	grey30
f344_c915	dropped	grey30
f344_c916	dropped	grey30
f344_c917	dropped	grey30
f344_c918	dropped	grey30
f344_c919	dropped	grey30
f344_c92	dropped	grey30
f344_c920	dropped	grey30
f344_c921	dropped	grey30
f344_c922	dropped	grey30
f344_c923	dropped	grey30
f344_c924	dropped	grey30
f344_c925	dropped	grey30
f344_c926	dropped	grey30
f344_c927	dropped	grey30
f344_c928	dropped	grey30
f344_c929	dropped	grey30
f344_c93	dropped	grey30
f344_c930	dropped	grey30
f344_c931	dropped	grey30
f344_c932	dropped	grey30
f344_c933	dropped	grey30
f344_c934	dropped	grey30
f344_c935	dropped	grey30
f344_c936	dropped	grey30
f344_c937	dropped	grey30
f344_c938	dropped	grey30
f344_c939	Mesenchymal	lightgoldenrod1
f344_c94	dropped	grey30
f344_c940	dropped	grey30
f344_c941	unknown	#c0c8cf
f344_c942	dropped	grey30
f344_c943	dropped	grey30
f344_c944	dropped	grey30
f344_c945	dropped	grey30
f344_c946	dropped	grey30
