cell_id	label	lab_color
f344_c947	dropped	grey30
f344_c948	dropped	grey30
f344_c949	Proliferating.B.Cell	orchid
f344_c95	dropped	grey30
f344_c950	dropped	grey30
f344_c951	dropped	grey30
f344_c952	dropped	grey30
f344_c953	dropped	grey30
f344_c954	dropped	grey30
f344_c955	dropped	grey30
f344_c956	dropped	grey30
f344_c957	dropped	grey30
f344_c958	dropped	grey30
f344_c959	dropped	grey30
f344_c96	dropped	grey30
f344_c960	dropped	grey30
f344_c961	dropped	grey30
f344_c962	dropped	grey30
f344_c963	dropped	grey30
f344_c964	dropped	grey30
f344_c965	dropped	grey30
f344_c966	dropped	grey30
f344_c967	dropped	grey30
f344_c968	dropped	grey30
f344_c969	dropped	grey30
f344_c97	Tfh	#134502
f344_c970	dropped	grey30
f344_c971	dropped	grey30
f344_c972	dropped	grey30
f344_c973	dropped	grey30
f344_c974	dropped	grey30
f344_c975	dropped	grey30
f344_c976	dropped	grey30
f344_c977	dropped	grey30
f344_c978	Proliferating.B.Cell	orchid
f344_c979	dropped	grey30
f344_c98	Proliferating.B.Cell	orchid
f344_c980	dropped	grey30
f344_c981	dropped	grey30
f344_c982	dropped	grey30
f344_c983	dropped	grey30
f344_c984	dropped	grey30
f344_c985	dropped	grey30
f344_c986	dropped	grey30
f344_c987	dropped	grey30
f344_c988	dropped	grey30
f344_c989	dropped	grey30
f344_c99	Macrophages.2	dodgerblue4
f344_c990	Proliferating.B.Cell	orchid
f344_c991	dropped	grey30
f344_c992	dropped	grey30
f344_c993	Proliferating.B.Cell	orchid
f344_c994	dropped	grey30
f344_c995	dropped	grey30
f344_c996	dropped	grey30
f344_c997	dropped	grey30
f344_c998	dropped	grey30
f344_c999	dropped	grey30
