"fov","cellID","cell","x_local_px","y_local_px","x_global_px","y_global_px"
344,11,"c_1_344_11",3007,2,5024.06309048335,4263.95932833354
344,11,"c_1_344_11",3007,1,5024.06309048335,4264.96167977651
344,11,"c_1_344_11",3079,4,5096.23140096664,4261.95462544759
344,12,"c_1_344_12",3143,44,5160.38139661153,4221.86106443405
344,12,"c_1_344_12",3124,59,5141.33671919505,4206.82579278946
344,12,"c_1_344_12",3112,57,5129.30899858475,4208.83049567541
344,12,"c_1_344_12",3104,55,5121.29018704097,4210.83519856135
344,12,"c_1_344_12",3096,51,5113.27137549718,4214.84460433324
344,12,"c_1_344_12",3080,35,5097.23375240962,4230.88222742081
344,12,"c_1_344_12",3078,31,5095.22904952367,4234.8916331927
344,12,"c_1_344_12",3078,1,5095.22904952367,4264.96167977651
344,12,"c_1_344_12",3137,4,5154.3672879537,4261.95462544759
344,12,"c_1_344_12",3139,14,5156.37199083964,4251.93111101786
344,13,"c_1_344_13",3203,5,5220.52198648453,4260.95227400462
344,13,"c_1_344_13",3144,57,5161.3837480545,4208.83049567541
344,13,"c_1_344_13",3134,3,5151.36023362478,4262.95697689056
344,13,"c_1_344_13",3134,2,5151.36023362478,4263.95932833354
344,13,"c_1_344_13",3136,1,5153.36493651072,4264.96167977651
344,14,"c_1_344_14",3273,42,5290.68559408188,4223.86576732
344,14,"c_1_344_14",3238,61,5255.6037902832,4204.82108990351
344,14,"c_1_344_14",3230,59,5247.58497873942,4206.82579278946
344,14,"c_1_344_14",3226,57,5243.57557296753,4208.83049567541
344,14,"c_1_344_14",3204,25,5221.5243379275,4240.90574185054
344,14,"c_1_344_14",3203,4,5220.52198648453,4261.95462544759
344,14,"c_1_344_14",3203,1,5220.52198648453,4264.96167977651
344,14,"c_1_344_14",3267,16,5284.67148542404,4249.92690483729
344,15,"c_1_344_15",3274,43,5291.68794552485,4222.86341587702
344,15,"c_1_344_15",3272,41,5289.68324263891,4224.86811876297
344,15,"c_1_344_15",3268,25,5285.67383686702,4240.90574185054
344,15,"c_1_344_15",3266,15,5283.66913398107,4250.92925628026
344,15,"c_1_344_15",3266,4,5283.66913398107,4261.95462544759
344,15,"c_1_344_15",3267,1,5284.67148542404,4264.96167977651
344,15,"c_1_344_15",3274,42,5291.68794552485,4223.86576732
344,16,"c_1_344_16",3527,86,5545.28037707011,4179.76280053457
344,16,"c_1_344_16",3494,117,5512.20327615738,4148.6901541551
344,16,"c_1_344_16",3426,119,5444.0438747406,4146.68545126915
344,16,"c_1_344_16",3392,9,5409.9644223849,4256.94286823273
344,16,"c_1_344_16",3392,1,5409.9644223849,4264.96167977651
344,16,"c_1_344_16",3461,16,5479.12567853928,4249.92690483729
344,16,"c_1_344_16",3489,40,5507.19151894252,4225.87047020594
344,16,"c_1_344_16",3511,62,5529.24275398255,4203.81873846054
344,16,"c_1_344_16",3517,70,5535.25686264038,4195.80042362213
344,16,"c_1_344_16",3521,76,5539.26626841227,4189.78631496429
344,17,"c_1_344_17",3737,16,5755.77219327291,4249.92690483729
344,17,"c_1_344_17",3670,41,5688.6151432991,4224.86811876297
344,17,"c_1_344_17",3606,27,5624.46514765422,4238.90103896459
344,17,"c_1_344_17",3602,23,5620.4562385877,4242.91044473648
344,17,"c_1_344_17",3598,17,5616.44683281581,4248.92455339432
344,17,"c_1_344_17",3596,11,5614.44212992986,4254.93816534678
344,17,"c_1_344_17",3594,3,5612.43742704392,4262.95697689056
344,17,"c_1_344_17",3594,2,5612.43742704392,4263.95932833354
344,17,"c_1_344_17",3595,1,5613.43977848689,4264.96167977651
344,18,"c_1_344_18",4254,98,6273.98242553075,4167.73458321889
344,18,"c_1_344_18",4240,170,6259.94950532913,4095.56602438291
344,18,"c_1_344_18",4232,171,6251.93119049072,4094.56367293994
344,18,"c_1_344_18",4228,169,6247.92178471883,4096.56837582588
344,18,"c_1_344_18",4192,147,6211.83713277181,4118.6198592186
344,18,"c_1_344_18",4172,79,6191.79060061773,4186.77926063538
344,18,"c_1_344_18",4166,37,6185.77649195989,4228.87752453486
344,18,"c_1_344_18",4166,36,6185.77649195989,4229.87987597783
344,18,"c_1_344_18",4211,1,6230.88181018829,4264.96167977651
344,18,"c_1_344_18",4246,46,6265.96361398697,4219.85636154811
344,19,"c_1_344_19",1158,48,3170.73414723078,4217.85165866216
344,19,"c_1_344_19",1136,61,3148.68266383807,4204.82108990351
344,19,"c_1_344_19",1100,55,3112.59826024373,4210.83519856135
344,19,"c_1_344_19",1092,53,3104.57969705264,4212.8399014473
344,19,"c_1_344_19",1088,51,3100.57029128075,4214.84460433324
344,19,"c_1_344_19",1080,45,3092.55147973696,4220.85871299108
344,19,"c_1_344_19",1070,35,3082.52796530724,4230.88222742081
344,19,"c_1_344_19",1063,27,3075.51175355911,4238.90103896459
344,19,"c_1_344_19",1053,15,3065.48823912938,4250.92925628026
344,19,"c_1_344_19",1052,13,3064.48588768641,4252.93346246084
344,19,"c_1_344_19",1052,7,3064.48588768641,4258.94757111867
344,19,"c_1_344_19",1053,2,3065.48823912938,4263.95932833354
344,19,"c_1_344_19",1054,1,3066.49059057236,4264.96167977651
344,19,"c_1_344_19",1132,2,3144.67325806618,4263.95932833354
344,19,"c_1_344_19",1141,12,3153.69442105293,4253.93581390381
344,19,"c_1_344_19",1145,18,3157.70357847214,4247.92220195135
344,19,"c_1_344_19",1156,40,3168.72944434484,4225.87047020594
344,19,"c_1_344_19",1157,43,3169.73179578781,4222.86341587702
344,20,"c_1_344_20",2345,38,4360.51289240519,4227.87517309189
344,20,"c_1_344_20",2276,113,4291.35163625081,4152.69955992699
344,20,"c_1_344_20",2212,111,4227.20164060593,4154.70426281293
344,20,"c_1_344_20",2196,85,4211.16451422374,4180.76515197754
344,20,"c_1_344_20",2193,9,4208.15745989482,4256.94286823273
344,20,"c_1_344_20",2193,1,4208.15745989482,4264.96167977651
344,20,"c_1_344_20",2329,12,4344.475766023,4253.93581390381
344,20,"c_1_344_20",2331,14,4346.48046890895,4251.93111101786
344,20,"c_1_344_20",2335,20,4350.48987468084,4245.9174990654
344,20,"c_1_344_20",2341,30,4356.50398333867,4235.89398463567
344,21,"c_1_344_21",2611,25,4627.1358927091,4240.90574185054
344,21,"c_1_344_21",2510,121,4525.89939037959,4144.6807483832
344,21,"c_1_344_21",2441,6,4456.73763751984,4259.94992256165
344,21,"c_1_344_21",2440,4,4455.73578278224,4261.95462544759
344,21,"c_1_344_21",2440,3,4455.73578278224,4262.95697689056
344,21,"c_1_344_21",2441,1,4456.73763751984,4264.96167977651
344,21,"c_1_344_21",2602,4,4618.11472972234,4261.95462544759
344,21,"c_1_344_21",2604,8,4620.11943260829,4257.9452196757
344,21,"c_1_344_21",2607,15,4623.12648693721,4250.92925628026
344,22,"c_1_344_22",2921,20,4937.86185979843,4245.9174990654
344,22,"c_1_344_22",2904,69,4920.82188526789,4196.8027750651
344,22,"c_1_344_22",2868,47,4884.73773002625,4218.85401010513
344,22,"c_1_344_22",2862,43,4878.72362136841,4222.86341587702
344,22,"c_1_344_22",2860,41,4876.71891848246,4224.86811876297
344,22,"c_1_344_22",2860,14,4876.71891848246,4251.93111101786
344,22,"c_1_344_22",2862,4,4878.72362136841,4261.95462544759
344,22,"c_1_344_22",2865,1,4881.73067569733,4264.96167977651
344,23,"c_1_344_23",2977,78,4993.99254719416,4187.78161207835
344,23,"c_1_344_23",2920,83,4936.85950835546,4182.76985486349
344,23,"c_1_344_23",2916,81,4932.85010258357,4184.77455774943
344,23,"c_1_344_23",2906,71,4922.82658815384,4194.79807217916
344,23,"c_1_344_23",2906,64,4922.82658815384,4201.81453227997
344,23,"c_1_344_23",2920,1,4936.85950835546,4264.96167977651
344,23,"c_1_344_23",2973,60,4989.98363812765,4205.82344134649
344,24,"c_1_344_24",3419,66,5437.02741463979,4199.80982939402
344,24,"c_1_344_24",3400,75,5417.98323392868,4190.78866640727
344,24,"c_1_344_24",3386,73,5403.95031372706,4192.79336929321
344,24,"c_1_344_24",3368,67,5385.90798775355,4198.80747795105
344,24,"c_1_344_24",3360,63,5377.88967291514,4202.81638701757
344,24,"c_1_344_24",3354,59,5371.8755642573,4206.82579278946
344,24,"c_1_344_24",3332,43,5349.8238325119,4222.86341587702
344,24,"c_1_344_24",3328,39,5345.81442674001,4226.87282164892
344,24,"c_1_344_24",3328,36,5345.81442674001,4229.87987597783
344,24,"c_1_344_24",3336,5,5353.83323828379,4260.95227400462
344,24,"c_1_344_24",3337,2,5354.83558972677,4263.95932833354
344,24,"c_1_344_24",3338,1,5355.83794116974,4264.96167977651
344,24,"c_1_344_24",3393,10,5410.96677382787,4255.94051678976
344,24,"c_1_344_24",3413,30,5431.01330598196,4235.89398463567
344,25,"c_1_344_25",3605,26,5623.46329291662,4239.90339040756
344,25,"c_1_344_25",3563,91,5581.36453231176,4174.7510433197
344,25,"c_1_344_25",3555,91,5573.34621747335,4174.7510433197
344,25,"c_1_344_25",3538,89,5556.30624294281,4176.75574620565
344,25,"c_1_344_25",3528,87,5546.28272851308,4178.76044909159
344,25,"c_1_344_25",3524,83,5542.27332274119,4182.76985486349
344,25,"c_1_344_25",3460,15,5478.1233270963,4250.92925628026
344,25,"c_1_344_25",3460,1,5478.1233270963,4264.96167977651
344,25,"c_1_344_25",3595,4,5613.43977848689,4261.95462544759
344,26,"c_1_344_26",3830,57,5848.98988405864,4208.83049567541
344,26,"c_1_344_26",3800,49,5818.91934076945,4216.84930721919
344,26,"c_1_344_26",3794,47,5812.90572881699,4218.85401010513
344,26,"c_1_344_26",3790,45,5808.8963230451,4220.85871299108
344,26,"c_1_344_26",3788,43,5806.89162015915,4222.86341587702
344,26,"c_1_344_26",3786,39,5804.8869172732,4226.87282164892
344,26,"c_1_344_26",3786,1,5804.8869172732,4264.96167977651
344,26,"c_1_344_26",3830,56,5848.98988405864,4209.83284711838
344,27,"c_1_344_27",3882,43,5901.11166238785,4222.86341587702
344,27,"c_1_344_27",3880,49,5899.1069595019,4216.84930721919
344,27,"c_1_344_27",3880,44,5899.1069595019,4221.86106443405
344,27,"c_1_344_27",3882,1,5901.11166238785,4264.96167977651
344,28,"c_1_344_28",3978,65,5997.33640750249,4200.812180837
344,28,"c_1_344_28",3968,55,5987.31289307276,4210.83519856135
344,28,"c_1_344_28",3954,39,5973.27997287115,4226.87282164892
344,28,"c_1_344_28",3952,35,5971.2752699852,4230.88222742081
344,28,"c_1_344_28",3952,34,5971.2752699852,4231.88457886378
344,28,"c_1_344_28",3964,6,5983.30348730087,4259.94992256165
344,28,"c_1_344_28",3966,2,5985.30819018682,4263.95932833354
344,28,"c_1_344_28",3967,1,5986.31054162979,4264.96167977651
344,28,"c_1_344_28",3978,64,5997.33640750249,4201.81453227997
344,29,"c_1_344_29",4059,30,6078.52588097255,4235.89398463567
344,29,"c_1_344_29",4018,77,6037.42996851603,4188.78396352132
344,29,"c_1_344_29",4010,75,6029.41115697225,4190.78866640727
344,29,"c_1_344_29",3980,67,5999.34111038844,4198.80747795105
344,29,"c_1_344_29",3980,66,5999.34111038844,4199.80982939402
344,29,"c_1_344_29",4010,1,6029.41115697225,4264.96167977651
344,30,"c_1_344_30",4141,20,6160.71770588557,4245.9174990654
344,30,"c_1_344_30",4102,75,6121.626496315,4190.78866640727
344,30,"c_1_344_30",4062,41,6081.53293530146,4224.86811876297
344,30,"c_1_344_30",4060,37,6079.52823241552,4228.87752453486
344,30,"c_1_344_30",4058,29,6077.52352952957,4236.89633607864
344,30,"c_1_344_30",4058,20,6077.52352952957,4245.9174990654
344,30,"c_1_344_30",4062,2,6081.53293530146,4263.95932833354
344,30,"c_1_344_30",4063,1,6082.53528674444,4264.96167977651
344,30,"c_1_344_30",4133,3,6152.69939104716,4262.95697689056
344,30,"c_1_344_30",4137,10,6156.70879681905,4255.94051678976
344,31,"c_1_344_31",4207,5,6226.8724044164,4260.95227400462
344,31,"c_1_344_31",4164,35,6183.77178907395,4230.88222742081
344,31,"c_1_344_31",4158,33,6177.75768041611,4232.88693030675
344,31,"c_1_344_31",4142,25,6161.72005732854,4240.90574185054
344,31,"c_1_344_31",4138,15,6157.71114826203,4250.92925628026
344,31,"c_1_344_31",4133,2,6152.69939104716,4263.95932833354
344,31,"c_1_344_31",4133,1,6152.69939104716,4264.96167977651
344,31,"c_1_344_31",4206,2,6225.87005297343,4263.95932833354
344,32,"c_1_344_32",635,24,2646.50955796242,4241.90809329351
344,32,"c_1_344_32",626,57,2637.48864332835,4208.83049567541
344,32,"c_1_344_32",608,53,2619.44656570753,4212.8399014473
344,32,"c_1_344_32",602,51,2613.43245704969,4214.84460433324
344,32,"c_1_344_32",588,45,2599.39953684807,4220.85871299108
344,32,"c_1_344_32",584,43,2595.39037942886,4222.86341587702
344,32,"c_1_344_32",582,41,2593.38567654292,4224.86811876297
344,32,"c_1_344_32",578,33,2589.37627077103,4232.88693030675
344,32,"c_1_344_32",574,23,2585.36686499914,4242.91044473648
344,32,"c_1_344_32",574,1,2585.36686499914,4264.96167977651
344,32,"c_1_344_32",601,2,2612.43010560672,4263.95932833354
344,33,"c_1_344_33",2413,20,4428.67229382197,4245.9174990654
344,33,"c_1_344_33",2393,77,4408.62526496252,4188.78396352132
344,33,"c_1_344_33",2382,73,4397.59989579519,4192.79336929321
344,33,"c_1_344_33",2354,57,4369.53405539195,4208.83049567541
344,33,"c_1_344_33",2346,47,4361.51524384817,4218.85401010513
344,33,"c_1_344_33",2342,29,4357.50633478165,4236.89633607864
344,33,"c_1_344_33",2340,19,4355.5016318957,4246.91985050837
344,33,"c_1_344_33",2340,18,4355.5016318957,4247.92220195135
344,33,"c_1_344_33",2343,13,4358.50868622462,4252.93346246084
344,33,"c_1_344_33",2364,10,4379.55756982168,4255.94051678976
344,33,"c_1_344_33",2369,10,4384.56932703654,4255.94051678976
344,34,"c_1_344_34",826,40,2837.95694510142,4225.87047020594
344,34,"c_1_344_34",754,105,2765.78838626544,4160.71837147077
344,34,"c_1_344_34",748,101,2759.7742776076,4164.72777724266
344,34,"c_1_344_34",740,93,2751.75546606382,4172.74634043376
344,34,"c_1_344_34",708,45,2719.68046824137,4220.85871299108
344,34,"c_1_344_34",708,44,2719.68046824137,4221.86106443405
344,34,"c_1_344_34",710,41,2721.68517112732,4224.86811876297
344,34,"c_1_344_34",782,14,2793.8537299633,4251.93111101786
344,34,"c_1_344_34",790,12,2801.87254150709,4253.93581390381
344,34,"c_1_344_34",797,12,2808.8890016079,4253.93581390381
344,34,"c_1_344_34",813,13,2824.92637634277,4252.93346246084
344,34,"c_1_344_34",814,14,2825.92872778575,4251.93111101786
344,34,"c_1_344_34",817,18,2828.93578211467,4247.92220195135
344,34,"c_1_344_34",824,32,2835.95224221547,4233.88928174973
344,34,"c_1_344_34",825,35,2836.95459365845,4230.88222742081
344,35,"c_1_344_35",3033,46,5050.12373129527,4219.85636154811
344,35,"c_1_344_35",2986,83,5003.01371018092,4182.76985486349
344,35,"c_1_344_35",2980,81,4996.99960152308,4184.77455774943
344,35,"c_1_344_35",2976,77,4992.99019575119,4188.78396352132
344,35,"c_1_344_35",2974,71,4990.98598957062,4194.79807217916
344,35,"c_1_344_35",2972,59,4988.98128668467,4206.82579278946
344,35,"c_1_344_35",2972,34,4988.98128668467,4231.88457886378
344,35,"c_1_344_35",2974,28,4990.98598957062,4237.89868752162
344,35,"c_1_344_35",2978,20,4994.99489863714,4245.9174990654
344,35,"c_1_344_35",2990,1,5007.02311595281,4264.96167977651
344,35,"c_1_344_35",3006,1,5023.06073904038,4264.96167977651
344,35,"c_1_344_35",3008,4,5025.06544192632,4261.95462544759
344,35,"c_1_344_35",3031,42,5048.11902840932,4223.86576732
344,36,"c_1_344_36",3788,24,5806.89162015915,4241.90809329351
344,36,"c_1_344_36",3787,40,5805.88926871618,4225.87047020594
344,36,"c_1_344_36",3746,87,5764.79335625966,4178.76044909159
344,36,"c_1_344_36",3744,85,5762.78865337372,4180.76515197754
344,36,"c_1_344_36",3740,73,5758.77924760183,4192.79336929321
344,36,"c_1_344_36",3738,65,5756.77454471588,4200.812180837
344,36,"c_1_344_36",3736,55,5754.76984182994,4210.83519856135
344,36,"c_1_344_36",3736,30,5754.76984182994,4235.89398463567
344,36,"c_1_344_36",3739,12,5757.77689615885,4253.93581390381
344,36,"c_1_344_36",3742,1,5760.78395048777,4264.96167977651
344,36,"c_1_344_36",3786,3,5804.8869172732,4262.95697689056
344,37,"c_1_344_37",3745,86,5763.79100481669,4179.76280053457
344,37,"c_1_344_37",3702,103,5720.69038947423,4162.72307435672
344,37,"c_1_344_37",3664,77,5682.60103464127,4188.78396352132
344,37,"c_1_344_37",3662,75,5680.59633175532,4190.78866640727
344,37,"c_1_344_37",3662,34,5680.59633175532,4231.88457886378
344,37,"c_1_344_37",3738,13,5756.77454471588,4252.93346246084
344,37,"c_1_344_37",3739,13,5757.77689615885,4252.93346246084
344,37,"c_1_344_37",3741,16,5759.7815990448,4249.92690483729
344,38,"c_1_344_38",2481,60,4496.83169523875,4205.82344134649
344,38,"c_1_344_38",2480,61,4495.82934379578,4204.82108990351
344,38,"c_1_344_38",2407,96,4422.65818516413,4169.73928610484
344,38,"c_1_344_38",2401,93,4416.6440765063,4172.74634043376
344,38,"c_1_344_38",2399,91,4414.63937362035,4174.7510433197
344,38,"c_1_344_38",2394,78,4409.62761640549,4187.78161207835
344,38,"c_1_344_38",2400,48,4415.64172506332,4217.85165866216
344,38,"c_1_344_38",2402,42,4417.64642794927,4223.86576732
344,38,"c_1_344_38",2410,26,4425.66523949305,4239.90339040756
344,38,"c_1_344_38",2414,20,4429.67464526494,4245.9174990654
344,38,"c_1_344_38",2432,2,4447.71697123846,4263.95932833354
344,38,"c_1_344_38",2437,3,4452.72872845332,4262.95697689056
344,38,"c_1_344_38",2439,4,4454.73343133926,4261.95462544759
344,38,"c_1_344_38",2440,5,4455.73578278224,4260.95227400462
344,38,"c_1_344_38",2463,32,4478.78936926524,4233.88928174973
344,38,"c_1_344_38",2471,42,4486.80818080902,4223.86576732
344,38,"c_1_344_38",2475,48,4490.81758658091,4217.85165866216
344,39,"c_1_344_39",3227,58,5244.5779244105,4207.82814423243
344,39,"c_1_344_39",3200,99,5217.51493215561,4166.73223177592
344,39,"c_1_344_39",3156,83,5173.41196537018,4182.76985486349
344,39,"c_1_344_39",3152,81,5169.40255959829,4184.77455774943
344,39,"c_1_344_39",3148,77,5165.3931538264,4188.78396352132
344,39,"c_1_344_39",3146,73,5163.38845094045,4192.79336929321
344,39,"c_1_344_39",3144,65,5161.3837480545,4200.812180837
344,39,"c_1_344_39",3144,58,5161.3837480545,4207.82814423243
344,39,"c_1_344_39",3176,30,5193.45849752426,4235.89398463567
344,39,"c_1_344_39",3180,28,5197.46790329615,4237.89868752162
344,39,"c_1_344_39",3202,18,5219.51963504156,4247.92220195135
344,39,"c_1_344_39",3203,18,5220.52198648453,4247.92220195135
344,39,"c_1_344_39",3219,44,5236.55911286672,4221.86106443405
344,39,"c_1_344_39",3225,54,5242.57322152456,4211.83755000432
344,40,"c_1_344_40",3663,36,5681.59868319829,4229.87987597783
344,40,"c_1_344_40",3634,109,5652.53098805746,4156.70896569888
344,40,"c_1_344_40",3628,107,5646.51687939962,4158.71366858482
344,40,"c_1_344_40",3618,103,5636.49336496989,4162.72307435672
344,40,"c_1_344_40",3610,99,5628.47455342611,4166.73223177592
344,40,"c_1_344_40",3578,81,5596.39980395635,4184.77455774943
344,40,"c_1_344_40",3578,80,5596.39980395635,4185.7769091924
344,40,"c_1_344_40",3590,54,5608.42802127202,4211.83755000432
344,40,"c_1_344_40",3598,38,5616.44683281581,4227.87517309189
344,40,"c_1_344_40",3602,32,5620.4562385877,4233.88928174973
344,40,"c_1_344_40",3606,28,5624.46514765422,4237.89868752162
344,40,"c_1_344_40",3610,26,5628.47455342611,4239.90339040756
344,40,"c_1_344_40",3644,18,5662.55450248718,4247.92220195135
344,40,"c_1_344_40",3647,18,5665.5615568161,4247.92220195135
344,40,"c_1_344_40",3661,32,5679.59398031235,4233.88928174973
344,41,"c_1_344_41",739,90,2750.75311462085,4175.75339476268
344,41,"c_1_344_41",720,91,2731.70868555705,4174.7510433197
344,41,"c_1_344_41",684,89,2695.62428196271,4176.75574620565
344,41,"c_1_344_41",674,87,2685.60101588567,4178.76044909159
344,41,"c_1_344_41",650,79,2661.54482960701,4186.77926063538
344,41,"c_1_344_41",628,57,2639.4933462143,4208.83049567541
344,41,"c_1_344_41",628,52,2639.4933462143,4213.84225289027
344,41,"c_1_344_41",636,24,2647.51190940539,4241.90809329351
344,41,"c_1_344_41",637,24,2648.51426084836,4241.90809329351
344,41,"c_1_344_41",675,30,2686.60336732864,4235.89398463567
344,41,"c_1_344_41",704,37,2715.67131082217,4228.87752453486
344,41,"c_1_344_41",709,41,2720.68281968435,4224.86811876297
344,41,"c_1_344_41",717,50,2728.70163122813,4215.84695577621
344,41,"c_1_344_41",727,64,2738.72514565786,4201.81453227997
344,41,"c_1_344_41",733,76,2744.73900596301,4189.78631496429
344,42,"c_1_344_42",4171,64,6190.78824917475,4201.81453227997
344,42,"c_1_344_42",4132,93,6151.69703960419,4172.74634043376
