"fov","cellID","cell","x_local_px","y_local_px","x_global_px","y_global_px"
344,620,"c_1_344_620",1809,1019,3823.25823108355,3244.57834164302
344,621,"c_1_344_621",3207,1024,5224.53139225642,3239.56683278084
344,621,"c_1_344_621",3188,1073,5205.48671483994,3190.45210878054
344,621,"c_1_344_621",3184,1071,5201.47730906805,3192.45681166649
344,621,"c_1_344_621",3166,1053,5183.43547979991,3210.49888928731
344,621,"c_1_344_621",3160,1045,5177.42137114207,3218.51745247841
344,621,"c_1_344_621",3158,1041,5175.41666825612,3222.5268582503
344,621,"c_1_344_621",3158,1036,5175.41666825612,3227.53861546516
344,621,"c_1_344_621",3160,1030,5177.42137114207,3233.552724123
344,621,"c_1_344_621",3170,1006,5187.44438886643,3257.60891040166
344,621,"c_1_344_621",3172,1004,5189.44909175237,3259.61361328761
344,621,"c_1_344_621",3173,1004,5190.45144319534,3259.61361328761
344,621,"c_1_344_621",3189,1012,5206.48906628291,3251.59480174383
344,621,"c_1_344_621",3203,1020,5220.52198648453,3243.57599020004
344,622,"c_1_344_622",3715,1124,5733.72046152751,3139.3326818943
344,622,"c_1_344_622",3676,1171,5694.62925195694,3092.22266077995
344,622,"c_1_344_622",3600,1197,5618.45153570175,3066.16177161535
344,622,"c_1_344_622",3438,1175,5456.07209205628,3088.21325500806
344,622,"c_1_344_622",3438,1082,5456.07209205628,3181.43094579379
344,622,"c_1_344_622",3504,1024,5522.22679058711,3239.56683278084
344,622,"c_1_344_622",3544,1008,5562.32035160065,3255.60420751572
344,622,"c_1_344_622",3545,1008,5563.32270304362,3255.60420751572
344,622,"c_1_344_622",3549,1010,5567.33210881551,3253.59950462977
344,622,"c_1_344_622",3641,1064,5659.54744815827,3199.47302341461
344,622,"c_1_344_622",3651,1070,5669.57096258799,3193.45891475678
344,623,"c_1_344_623",3741,1034,5759.7815990448,3229.54331835111
344,623,"c_1_344_623",3728,1073,5746.75103028615,3190.45210878054
344,623,"c_1_344_623",3714,1069,5732.71811008454,3194.46126619975
344,623,"c_1_344_623",3702,1065,5720.69038947423,3198.47067197164
344,623,"c_1_344_623",3688,1059,5706.65746927261,3204.48478062948
344,623,"c_1_344_623",3688,1054,5706.65746927261,3209.49653784434
344,623,"c_1_344_623",3692,1034,5710.66687504451,3229.54331835111
344,623,"c_1_344_623",3698,1016,5716.68098370234,3247.58539597193
344,623,"c_1_344_623",3700,1012,5718.68568658829,3251.59480174383
344,623,"c_1_344_623",3707,1012,5725.70164998373,3251.59480174383
344,623,"c_1_344_623",3737,1020,5755.77219327291,3243.57599020004
344,623,"c_1_344_623",3739,1024,5757.77689615885,3239.56683278084
344,624,"c_1_344_624",1261,1060,3273.97535244624,3203.4824291865
344,624,"c_1_344_624",1232,1088,3244.90740895271,3175.41683713595
344,624,"c_1_344_624",1223,1087,3235.88624596596,3176.41918857892
344,624,"c_1_344_624",1222,1085,3234.88389452299,3178.42389146487
344,624,"c_1_344_624",1221,1082,3233.88154308001,3181.43094579379
344,624,"c_1_344_624",1212,1035,3224.86062844594,3228.54096690814
344,624,"c_1_344_624",1212,1016,3224.86062844594,3247.58539597193
344,624,"c_1_344_624",1222,1014,3234.88389452299,3249.59009885788
344,624,"c_1_344_624",1244,1013,3256.9353779157,3250.59245030085
344,625,"c_1_344_625",1732,1074,3746.07791503271,3189.44975733757
344,625,"c_1_344_625",1690,1111,3703.97965113322,3152.36300230026
344,625,"c_1_344_625",1682,1109,3695.96083958944,3154.36770518621
344,625,"c_1_344_625",1612,1087,3625.7969836394,3176.41918857892
344,625,"c_1_344_625",1612,1036,3625.7969836394,3227.53861546516
344,625,"c_1_344_625",1633,1006,3646.84611558914,3257.60891040166
344,625,"c_1_344_625",1637,1005,3650.85552136103,3258.61126184464
344,625,"c_1_344_625",1638,1005,3651.85787280401,3258.61126184464
344,625,"c_1_344_625",1716,1045,3730.04054029783,3218.51745247841
344,625,"c_1_344_625",1719,1048,3733.04759462674,3215.51064650218
344,625,"c_1_344_625",1725,1056,3739.0614549319,3207.49183495839
344,625,"c_1_344_625",1730,1066,3744.07321214676,3197.46832052867
344,625,"c_1_344_625",1731,1069,3745.07556358973,3194.46126619975
344,626,"c_1_344_626",3097,1050,5114.27372694016,3213.50594361623
344,626,"c_1_344_626",3042,1103,5059.14489428202,3160.38181384405
344,626,"c_1_344_626",3038,1101,5055.13548851013,3162.38651672999
344,626,"c_1_344_626",3032,1095,5049.1213798523,3168.40062538783
344,626,"c_1_344_626",3028,1089,5045.1119740804,3174.41448569298
344,626,"c_1_344_626",3022,1077,5039.09836212794,3186.44270300865
344,626,"c_1_344_626",3020,1071,5037.093659242,3192.45681166649
344,626,"c_1_344_626",3018,1063,5035.08895635605,3200.47537485759
344,626,"c_1_344_626",3018,1054,5035.08895635605,3209.49653784434
344,626,"c_1_344_626",3020,1048,5037.093659242,3215.51064650218
344,626,"c_1_344_626",3024,1040,5041.10256830851,3223.52920969327
344,626,"c_1_344_626",3044,1018,5061.14959716797,3245.58069308599
344,626,"c_1_344_626",3048,1014,5065.15900293986,3249.59009885788
344,626,"c_1_344_626",3049,1014,5066.16135438283,3249.59009885788
344,626,"c_1_344_626",3055,1016,5072.17546304067,3247.58539597193
344,626,"c_1_344_626",3063,1020,5080.19427458445,3243.57599020004
344,626,"c_1_344_626",3069,1024,5086.20838324229,3239.56683278084
344,626,"c_1_344_626",3079,1032,5096.23140096664,3231.54802123706
344,626,"c_1_344_626",3093,1044,5110.26432116826,3219.51980392138
344,626,"c_1_344_626",3095,1046,5112.26902405421,3217.51534938812
344,627,"c_1_344_627",3383,1084,5400.94325939814,3179.42624290784
344,627,"c_1_344_627",3348,1101,5365.86145559947,3162.38651672999
344,627,"c_1_344_627",3336,1095,5353.83323828379,3168.40062538783
344,627,"c_1_344_627",3320,1085,5337.79561519623,3178.42389146487
344,627,"c_1_344_627",3312,1077,5329.77730035782,3186.44270300865
344,627,"c_1_344_627",3306,1065,5323.76319169998,3198.47067197164
344,627,"c_1_344_627",3306,1064,5323.76319169998,3199.47302341461
344,627,"c_1_344_627",3316,1026,5333.78620942434,3237.56212989489
344,627,"c_1_344_627",3318,1020,5335.79091231028,3243.57599020004
344,627,"c_1_344_627",3320,1018,5337.79561519623,3245.58069308599
344,627,"c_1_344_627",3326,1016,5343.80972385407,3247.58539597193
344,627,"c_1_344_627",3345,1016,5362.85440127055,3247.58539597193
344,627,"c_1_344_627",3351,1018,5368.86850992839,3245.58069308599
344,627,"c_1_344_627",3353,1022,5370.87321281433,3241.57153566678
344,628,"c_1_344_628",3903,1056,5922.1605459849,3207.49183495839
344,628,"c_1_344_628",3830,1141,5848.98988405864,3122.29270736376
344,628,"c_1_344_628",3740,1097,5758.77924760183,3166.39592250188
344,628,"c_1_344_628",3738,1093,5756.77454471588,3170.40507992109
344,628,"c_1_344_628",3732,1077,5750.76043605805,3186.44270300865
344,628,"c_1_344_628",3732,1072,5750.76043605805,3191.45446022352
344,628,"c_1_344_628",3734,1068,5752.76513894399,3195.46361764272
344,628,"c_1_344_628",3738,1062,5756.77454471588,3201.47772630056
344,628,"c_1_344_628",3740,1060,5758.77924760183,3203.4824291865
344,628,"c_1_344_628",3804,1038,5822.92874654134,3225.53391257922
344,628,"c_1_344_628",3810,1036,5828.94285519918,3227.53861546516
344,628,"c_1_344_628",3872,1016,5891.08814795812,3247.58539597193
344,628,"c_1_344_628",3873,1016,5892.09049940109,3247.58539597193
344,628,"c_1_344_628",3895,1044,5914.1422311465,3219.51980392138
344,629,"c_1_344_629",1176,1082,3188.77622485161,3181.43094579379
344,629,"c_1_344_629",1148,1104,3160.71063280106,3159.37946240107
344,629,"c_1_344_629",1129,1105,3141.66620373726,3158.3771109581
344,629,"c_1_344_629",1126,1104,3138.65914940834,3159.37946240107
344,629,"c_1_344_629",1116,1099,3128.6358833313,3164.39121961594
344,629,"c_1_344_629",1101,1084,3113.60061168671,3179.42624290784
344,629,"c_1_344_629",1090,1071,3102.57499416669,3192.45681166649
344,629,"c_1_344_629",1089,1069,3101.57264272372,3194.46126619975
344,629,"c_1_344_629",1082,1050,3094.55618262291,3213.50594361623
344,629,"c_1_344_629",1081,1045,3093.55383117994,3218.51745247841
344,629,"c_1_344_629",1081,1044,3093.55383117994,3219.51980392138
344,629,"c_1_344_629",1086,1039,3098.5655883948,3224.53156113625
344,629,"c_1_344_629",1091,1035,3103.57734560967,3228.54096690814
344,629,"c_1_344_629",1096,1032,3108.58885447184,3231.54802123706
344,629,"c_1_344_629",1112,1026,3124.62647755941,3237.56212989489
344,629,"c_1_344_629",1124,1022,3136.6544465224,3241.57153566678
344,629,"c_1_344_629",1134,1020,3146.67796095212,3243.57599020004
344,629,"c_1_344_629",1137,1020,3149.68501528104,3243.57599020004
344,629,"c_1_344_629",1141,1023,3153.69442105293,3240.56918422381
344,629,"c_1_344_629",1163,1056,3175.74590444565,3207.49183495839
344,629,"c_1_344_629",1169,1066,3181.7597647508,3197.46832052867
344,629,"c_1_344_629",1175,1078,3187.77387340864,3185.44035156568
344,630,"c_1_344_630",4254,1024,6273.98242553075,3239.56683278084
344,630,"c_1_344_630",4222,1093,6241.907676061,3170.40507992109
344,630,"c_1_344_630",4218,1091,6237.8982702891,3172.40978280703
344,630,"c_1_344_630",4206,1083,6225.87005297343,3180.42859435082
344,630,"c_1_344_630",4200,1077,6219.85594431559,3186.44270300865
344,630,"c_1_344_630",4190,1057,6209.83242988587,3206.48948351542
344,630,"c_1_344_630",4184,1043,6203.8188179334,3220.52215536435
344,630,"c_1_344_630",4184,1040,6203.8188179334,3223.52920969327
344,630,"c_1_344_630",4188,1024,6207.82772699992,3239.56683278084
344,630,"c_1_344_630",4190,1022,6209.83242988587,3241.57153566678
344,630,"c_1_344_630",4216,1020,6235.89356740316,3243.57599020004
344,630,"c_1_344_630",4225,1020,6244.91473038991,3243.57599020004
344,631,"c_1_344_631",2989,1046,5006.02076450984,3217.51534938812
344,631,"c_1_344_631",2946,1083,4962.92014916738,3180.42859435082
344,631,"c_1_344_631",2938,1081,4954.9013376236,3182.43329723676
344,631,"c_1_344_631",2926,1077,4942.87312030792,3186.44270300865
344,631,"c_1_344_631",2922,1075,4938.86421124141,3188.4474058946
344,631,"c_1_344_631",2920,1073,4936.85950835546,3190.45210878054
344,631,"c_1_344_631",2916,1035,4932.85010258357,3228.54096690814
344,631,"c_1_344_631",2916,1030,4932.85010258357,3233.552724123
344,631,"c_1_344_631",2926,1028,4942.87312030792,3235.55742700895
344,631,"c_1_344_631",2940,1026,4956.90604050954,3237.56212989489
344,631,"c_1_344_631",2974,1022,4990.98598957062,3241.57153566678
344,631,"c_1_344_631",2981,1022,4998.00195296606,3241.57153566678
344,631,"c_1_344_631",2987,1038,5004.01606162389,3225.53391257922
344,632,"c_1_344_632",3501,1026,5519.21973625819,3237.56212989489
344,632,"c_1_344_632",3440,1083,5458.07679494222,3180.42859435082
344,632,"c_1_344_632",3432,1079,5450.05798339844,3184.43800012271
344,632,"c_1_344_632",3426,1073,5444.0438747406,3190.45210878054
344,632,"c_1_344_632",3426,1070,5444.0438747406,3193.45891475678
344,632,"c_1_344_632",3430,1052,5448.05328051249,3211.50124073029
344,632,"c_1_344_632",3434,1040,5452.06268628438,3223.52920969327
344,632,"c_1_344_632",3440,1032,5458.07679494222,3231.54802123706
344,632,"c_1_344_632",3442,1030,5460.08149782817,3233.552724123
344,632,"c_1_344_632",3450,1026,5468.10030937195,3237.56212989489
344,632,"c_1_344_632",3460,1024,5478.1233270963,3239.56683278084
344,632,"c_1_344_632",3483,1024,5501.17741028468,3239.56683278084
344,633,"c_1_344_633",2919,1054,4935.85715691249,3209.49653784434
344,633,"c_1_344_633",2894,1111,4910.79837083817,3152.36300230026
344,633,"c_1_344_633",2886,1109,4902.77955929438,3154.36770518621
344,633,"c_1_344_633",2850,1099,4866.69540405273,3164.39121961594
344,633,"c_1_344_633",2846,1077,4862.68599828084,3186.44270300865
344,633,"c_1_344_633",2846,1068,4862.68599828084,3195.46361764272
344,633,"c_1_344_633",2852,1056,4868.70010693868,3207.49183495839
344,633,"c_1_344_633",2866,1034,4882.7330271403,3229.54331835111
344,633,"c_1_344_633",2902,1028,4918.81718238195,3235.55742700895
344,633,"c_1_344_633",2911,1028,4927.8383453687,3235.55742700895
344,633,"c_1_344_633",2915,1030,4931.84775114059,3233.552724123
344,633,"c_1_344_633",2917,1036,4933.85245402654,3227.53861546516
344,634,"c_1_344_634",2072,1062,4086.87392870585,3201.47772630056
344,634,"c_1_344_634",2058,1082,4072.84125685692,3181.43094579379
344,634,"c_1_344_634",2004,1107,4018.71477564176,3156.37240807215
344,634,"c_1_344_634",1988,1099,4002.67740090688,3164.39121961594
344,634,"c_1_344_634",1986,1097,4000.67269802094,3166.39592250188
344,634,"c_1_344_634",1976,1079,3990.64918359121,3184.43800012271
344,634,"c_1_344_634",1968,1063,3982.63037204743,3200.47537485759
344,634,"c_1_344_634",1964,1053,3978.62121462822,3210.49888928731
344,634,"c_1_344_634",1964,1050,3978.62121462822,3213.50594361623
344,634,"c_1_344_634",1970,1046,3984.63507493337,3217.51534938812
344,634,"c_1_344_634",1980,1040,3994.6585893631,3223.52920969327
344,634,"c_1_344_634",2000,1030,4014.70536986987,3233.552724123
344,634,"c_1_344_634",2027,1026,4041.76861047745,3237.56212989489
344,634,"c_1_344_634",2036,1026,4050.7897734642,3237.56212989489
344,634,"c_1_344_634",2041,1027,4055.80128232638,3236.55977845192
344,634,"c_1_344_634",2044,1028,4058.8083366553,3235.55742700895
344,634,"c_1_344_634",2046,1029,4060.81303954125,3234.55507556597
344,634,"c_1_344_634",2069,1052,4083.86687437693,3211.50124073029
344,634,"c_1_344_634",2070,1054,4084.86922581991,3209.49653784434
344,634,"c_1_344_634",2071,1057,4085.87157726288,3206.48948351542
344,635,"c_1_344_635",1617,1060,3630.80874085426,3203.4824291865
344,635,"c_1_344_635",1612,1088,3625.7969836394,3175.41683713595
344,635,"c_1_344_635",1601,1096,3614.77136611939,3167.39827394486
344,635,"c_1_344_635",1594,1094,3607.75490601858,3169.40272847811
344,635,"c_1_344_635",1587,1091,3600.73844591777,3172.40978280703
344,635,"c_1_344_635",1565,1081,3578.68696252505,3182.43329723676
344,635,"c_1_344_635",1563,1080,3576.6822596391,3183.43564867973
344,635,"c_1_344_635",1560,1077,3573.67520531019,3186.44270300865
344,635,"c_1_344_635",1558,1073,3571.67050242424,3190.45210878054
344,635,"c_1_344_635",1554,1061,3567.66134500504,3202.48007774353
344,635,"c_1_344_635",1554,1047,3567.66134500504,3216.51299794515
344,635,"c_1_344_635",1555,1045,3568.66344809532,3218.51745247841
344,635,"c_1_344_635",1557,1043,3570.66815098127,3220.52215536435
344,635,"c_1_344_635",1561,1041,3574.67755675316,3222.5268582503
344,635,"c_1_344_635",1584,1038,3597.73139158885,3225.53391257922
344,635,"c_1_344_635",1610,1037,3623.79228075345,3226.53626402219
344,635,"c_1_344_635",1611,1037,3624.79463219643,3226.53626402219
344,635,"c_1_344_635",1613,1042,3626.79933508237,3221.52450680733
344,635,"c_1_344_635",1615,1050,3628.80403796832,3213.50594361623
344,636,"c_1_344_636",3191,1074,5208.49376916886,3189.44975733757
344,636,"c_1_344_636",3158,1113,5175.41666825612,3150.35829941432
344,636,"c_1_344_636",3140,1105,5157.37434228261,3158.3771109581
344,636,"c_1_344_636",3136,1103,5153.36493651072,3160.38181384405
344,636,"c_1_344_636",3130,1099,5147.35082785289,3164.39121961594
344,636,"c_1_344_636",3106,1075,5123.29488992691,3188.4474058946
344,636,"c_1_344_636",3102,1069,5119.28548415502,3194.46126619975
344,636,"c_1_344_636",3098,1061,5115.27607838313,3202.48007774353
344,636,"c_1_344_636",3098,1050,5115.27607838313,3213.50594361623
344,636,"c_1_344_636",3106,1046,5123.29488992691,3217.51534938812
344,636,"c_1_344_636",3122,1042,5139.3320163091,3221.52450680733
344,636,"c_1_344_636",3144,1040,5161.3837480545,3223.52920969327
344,636,"c_1_344_636",3157,1040,5174.41431681315,3223.52920969327
344,637,"c_1_344_637",4145,1118,6164.72711165746,3145.34654219945
344,637,"c_1_344_637",4094,1137,6113.60768477122,3126.30211313566
344,637,"c_1_344_637",4026,1151,6045.44878005982,3112.26944128672
344,637,"c_1_344_637",3998,1137,6017.38293965658,3126.30211313566
344,637,"c_1_344_637",3996,1135,6015.37823677063,3128.3068160216
344,637,"c_1_344_637",3964,1087,5983.30348730087,3176.41918857892
344,637,"c_1_344_637",3962,1081,5981.29878441493,3182.43329723676
344,637,"c_1_344_637",3962,1068,5981.29878441493,3195.46361764272
344,637,"c_1_344_637",3970,1052,5989.31759595871,3211.50124073029
344,637,"c_1_344_637",3972,1050,5991.32229884466,3213.50594361623
344,637,"c_1_344_637",4002,1042,6021.39234542847,3221.52450680733
344,637,"c_1_344_637",4007,1042,6026.40410264333,3221.52450680733
344,637,"c_1_344_637",4125,1086,6144.68057950338,3177.4215400219
344,637,"c_1_344_637",4127,1088,6146.68528238932,3175.41683713595
344,637,"c_1_344_637",4133,1096,6152.69939104716,3167.39827394486
344,637,"c_1_344_637",4141,1108,6160.71770588557,3155.37005662918
344,637,"c_1_344_637",4143,1112,6162.72240877152,3151.36065085729
344,638,"c_1_344_638",4205,1082,6224.86770153046,3181.43094579379
344,638,"c_1_344_638",4146,1119,6165.72946310043,3144.34443910917
344,638,"c_1_344_638",4144,1117,6163.72476021449,3146.34889364243
344,638,"c_1_344_638",4124,1085,6143.67822806041,3178.42389146487
344,638,"c_1_344_638",4124,1082,6143.67822806041,3181.43094579379
344,638,"c_1_344_638",4126,1066,6145.68293094635,3197.46832052867
344,638,"c_1_344_638",4134,1050,6153.70174249013,3213.50594361623
344,638,"c_1_344_638",4138,1044,6157.71114826203,3219.51980392138
344,638,"c_1_344_638",4140,1042,6159.7153544426,3221.52450680733
344,638,"c_1_344_638",4183,1042,6202.81646649043,3221.52450680733
344,638,"c_1_344_638",4185,1044,6204.82116937637,3219.51980392138
344,639,"c_1_344_639",3045,1110,5062.15194861094,3153.36535374324
344,639,"c_1_344_639",3016,1145,5033.0842534701,3118.28354994456
344,639,"c_1_344_639",2964,1127,4980.96247514089,3136.32562756538
344,639,"c_1_344_639",2962,1125,4978.95777225494,3138.33033045133
344,639,"c_1_344_639",2958,1111,4974.94836648305,3152.36300230026
344,639,"c_1_344_639",2956,1101,4972.94366359711,3162.38651672999
344,639,"c_1_344_639",2956,1084,4972.94366359711,3179.42624290784
344,639,"c_1_344_639",2988,1044,5005.01841306686,3219.51980392138
344,639,"c_1_344_639",2989,1044,5006.02076450984,3219.51980392138
344,639,"c_1_344_639",3017,1054,5034.08660491308,3209.49653784434
344,639,"c_1_344_639",3043,1104,5060.147245725,3159.37946240107
344,640,"c_1_344_640",4125,1066,6144.68057950338,3197.46832052867
344,640,"c_1_344_640",4092,1089,6111.60298188528,3174.41448569298
344,640,"c_1_344_640",4064,1085,6083.53763818741,3178.42389146487
344,640,"c_1_344_640",4064,1064,6083.53763818741,3199.47302341461
344,640,"c_1_344_640",4066,1054,6085.54234107336,3209.49653784434
344,640,"c_1_344_640",4068,1048,6087.5470439593,3215.51064650218
344,640,"c_1_344_640",4070,1044,6089.55174684525,3219.51980392138
344,640,"c_1_344_640",4077,1044,6096.56820694606,3219.51980392138
344,640,"c_1_344_640",4083,1046,6102.58231560389,3217.51534938812
344,640,"c_1_344_640",4097,1052,6116.61473910014,3211.50124073029
344,640,"c_1_344_640",4115,1060,6134.65706507365,3203.4824291865
344,640,"c_1_344_640",4123,1064,6142.67587661743,3199.47302341461
344,641,"c_1_344_641",1397,1092,3410.29365857442,3171.40743136406
344,641,"c_1_344_641",1378,1125,3391.24922951063,3138.33033045133
344,641,"c_1_344_641",1303,1117,3316.07361634572,3146.34889364243
344,641,"c_1_344_641",1301,1116,3314.06891345978,3147.3512450854
344,641,"c_1_344_641",1294,1109,3307.05245335897,3154.36770518621
344,641,"c_1_344_641",1288,1099,3301.03834470113,3164.39121961594
344,641,"c_1_344_641",1306,1074,3319.08067067464,3189.44975733757
344,641,"c_1_344_641",1312,1068,3325.09477933248,3195.46361764272
344,641,"c_1_344_641",1322,1062,3335.11804540952,3201.47772630056
344,641,"c_1_344_641",1338,1054,3351.1554201444,3209.49653784434
344,641,"c_1_344_641",1345,1054,3358.17188024521,3209.49653784434
344,641,"c_1_344_641",1349,1056,3362.1812860171,3207.49183495839
344,641,"c_1_344_641",1365,1066,3378.21866075198,3197.46832052867
344,641,"c_1_344_641",1383,1078,3396.26098672549,3185.44035156568
344,642,"c_1_344_642",2849,1086,4865.69305260976,3177.4215400219
344,642,"c_1_344_642",2766,1145,4782.49887625376,3118.28354994456
344,642,"c_1_344_642",2746,1127,4762.45184739431,3136.32562756538
344,642,"c_1_344_642",2737,1118,4753.43068440755,3145.34654219945
344,642,"c_1_344_642",2734,1112,4750.42363007863,3151.36065085729
344,642,"c_1_344_642",2733,1109,4749.42127863566,3154.36770518621
344,642,"c_1_344_642",2731,1101,4747.41707245509,3162.38651672999
344,642,"c_1_344_642",2730,1096,4746.41472101212,3167.39827394486
344,642,"c_1_344_642",2730,1073,4746.41472101212,3190.45210878054
344,642,"c_1_344_642",2731,1068,4747.41707245509,3195.46361764272
344,642,"c_1_344_642",2732,1067,4748.41892719269,3196.46596908569
344,642,"c_1_344_642",2792,1054,4808.55951706568,3209.49653784434
344,642,"c_1_344_642",2799,1054,4815.57597716649,3209.49653784434
344,642,"c_1_344_642",2811,1058,4827.60419448217,3205.48713207245
344,642,"c_1_344_642",2841,1070,4857.67424106598,3193.45891475678
344,642,"c_1_344_642",2845,1074,4861.68364683787,3189.44975733757
344,642,"c_1_344_642",2847,1078,4863.68834972382,3185.44035156568
344,643,"c_1_344_643",738,1084,2749.75076317787,3179.42624290784
344,643,"c_1_344_643",632,1124,2643.50275198619,3139.3326818943
344,643,"c_1_344_643",617,1121,2628.46748034159,3142.33973622322
344,643,"c_1_344_643",608,1118,2619.44656570753,3145.34654219945
344,643,"c_1_344_643",590,1109,2601.40423973401,3154.36770518621
344,643,"c_1_344_643",578,1101,2589.37627077103,3162.38651672999
344,643,"c_1_344_643",573,1096,2584.36451355616,3167.39827394486
344,643,"c_1_344_643",572,1094,2583.36216211319,3169.40272847811
344,643,"c_1_344_643",571,1091,2582.35981067022,3172.40978280703
344,643,"c_1_344_643",570,1086,2581.35745922724,3177.4215400219
344,643,"c_1_344_643",571,1081,2582.35981067022,3182.43329723676
344,643,"c_1_344_643",572,1078,2583.36216211319,3185.44035156568
344,643,"c_1_344_643",573,1076,2584.36451355616,3187.44505445163
344,643,"c_1_344_643",578,1071,2589.37627077103,3192.45681166649
344,643,"c_1_344_643",581,1069,2592.38332509995,3194.46126619975
344,643,"c_1_344_643",583,1068,2594.38802798589,3195.46361764272
344,643,"c_1_344_643",605,1058,2616.43951137861,3205.48713207245
344,643,"c_1_344_643",629,1048,2640.49569765727,3215.51064650218
344,643,"c_1_344_643",632,1047,2643.50275198619,3216.51299794515
344,643,"c_1_344_643",637,1046,2648.51426084836,3217.51534938812
344,643,"c_1_344_643",689,1040,2700.63603917758,3223.52920969327
344,643,"c_1_344_643",694,1040,2705.64779639244,3223.52920969327
344,643,"c_1_344_643",699,1041,2710.65955360731,3222.5268582503
344,643,"c_1_344_643",702,1042,2713.66660793622,3221.52450680733
344,643,"c_1_344_643",704,1043,2715.67131082217,3220.52215536435
344,643,"c_1_344_643",724,1059,2735.71809132894,3204.48478062948
344,643,"c_1_344_643",729,1064,2740.7298485438,3199.47302341461
344,643,"c_1_344_643",735,1074,2746.74370884895,3189.44975733757
344,643,"c_1_344_643",736,1076,2747.74606029193,3187.44505445163
344,643,"c_1_344_643",737,1079,2748.7484117349,3184.43800012271
344,644,"c_1_344_644",3159,1114,5176.4190196991,3149.35594797134
344,644,"c_1_344_644",3154,1134,5171.40726248423,3129.30916746457
344,644,"c_1_344_644",3086,1153,5103.24786106745,3110.26473840078
344,644,"c_1_344_644",3050,1129,5067.16370582581,3134.32092467944
344,644,"c_1_344_644",3046,1125,5063.15430005392,3138.33033045133
344,644,"c_1_344_644",3044,1109,5061.14959716797,3154.36770518621
344,644,"c_1_344_644",3044,1104,5061.14959716797,3159.37946240107
344,644,"c_1_344_644",3056,1092,5073.17781448364,3171.40743136406
344,644,"c_1_344_644",3096,1058,5113.27137549718,3205.48713207245
344,644,"c_1_344_644",3097,1058,5114.27372694016,3205.48713207245
344,644,"c_1_344_644",3157,1112,5174.41431681315,3151.36065085729
344,645,"c_1_344_645",3739,1094,5757.77689615885,3169.40272847811
344,645,"c_1_344_645",3716,1125,5734.72281297048,3138.33033045133
344,645,"c_1_344_645",3690,1113,5708.66217215856,3150.35829941432
344,645,"c_1_344_645",3674,1105,5692.62454907099,3158.3771109581
344,645,"c_1_344_645",3668,1101,5686.61044041316,3162.38651672999
344,645,"c_1_344_645",3666,1099,5684.60573752721,3164.39121961594
344,645,"c_1_344_645",3662,1093,5680.59633175532,3170.40507992109
344,645,"c_1_344_645",3660,1089,5678.59162886938,3174.41448569298
344,645,"c_1_344_645",3654,1073,5672.57752021154,3190.45210878054
344,645,"c_1_344_645",3654,1072,5672.57752021154,3191.45446022352
344,645,"c_1_344_645",3686,1058,5704.65276638667,3205.48713207245
344,645,"c_1_344_645",3687,1058,5705.65511782964,3205.48713207245
344,645,"c_1_344_645",3693,1060,5711.66922648748,3203.4824291865
344,645,"c_1_344_645",3727,1072,5745.74867884318,3191.45446022352
344,645,"c_1_344_645",3731,1074,5749.75808461507,3189.44975733757
344,645,"c_1_344_645",3735,1082,5753.76749038696,3181.43094579379
344,646,"c_1_344_646",3963,1082,5982.3011358579,3181.43094579379
344,646,"c_1_344_646",3930,1119,5949.22403494517,3144.34443910917
344,646,"c_1_344_646",3898,1095,5917.14878877004,3168.40062538783
344,646,"c_1_344_646",3896,1093,5915.14458258947,3170.40507992109
344,646,"c_1_344_646",3896,1090,5915.14458258947,3173.41213425001
344,646,"c_1_344_646",3902,1066,5921.15819454193,3197.46832052867
344,646,"c_1_344_646",3904,1060,5923.16289742788,3203.4824291865
344,646,"c_1_344_646",3929,1060,5948.2216835022,3203.4824291865
344,646,"c_1_344_646",3945,1064,5964.25880988439,3199.47302341461
344,646,"c_1_344_646",3955,1068,5974.28232431412,3195.46361764272
344,646,"c_1_344_646",3961,1074,5980.29643297196,3189.44975733757
344,647,"c_1_344_647",1827,1072,3841.30030870438,3191.45446022352
344,647,"c_1_344_647",1825,1104,3839.29560581843,3159.37946240107
344,647,"c_1_344_647",1800,1128,3814.2370680968,3135.32327612241
344,647,"c_1_344_647",1795,1127,3809.22555923462,3136.32562756538
344,647,"c_1_344_647",1792,1126,3806.2185049057,3137.32797900836
344,647,"c_1_344_647",1790,1125,3804.21380201976,3138.33033045133
344,647,"c_1_344_647",1777,1112,3791.18323326111,3151.36065085729
344,647,"c_1_344_647",1771,1104,3785.16937295596,3159.37946240107
344,647,"c_1_344_647",1762,1091,3776.1482099692,3172.40978280703
344,647,"c_1_344_647",1770,1062,3784.16702151299,3201.47772630056
344,647,"c_1_344_647",1802,1055,3816.24177098274,3208.49418640137
344,647,"c_1_344_647",1805,1055,3819.24882531166,3208.49418640137
344,647,"c_1_344_647",1808,1056,3822.25587964058,3207.49183495839
344,647,"c_1_344_647",1814,1059,3828.26998829842,3204.48478062948
344,648,"c_1_344_648",3313,1078,5330.77965180079,3185.44035156568
344,648,"c_1_344_648",3305,1138,5322.76084025701,3125.29976169268
344,648,"c_1_344_648",3236,1157,5253.59908739726,3106.25533262889
344,648,"c_1_344_648",3224,1089,5241.57087008158,3174.41448569298
344,648,"c_1_344_648",3224,1088,5241.57087008158,3175.41683713595
344,648,"c_1_344_648",3228,1084,5245.58027585348,3179.42624290784
