"fov","Area","AspectRatio","Width","Height","Mean.PanCK","Max.PanCK","Mean.CD68","Max.CD68","Mean.Membrane","Max.Membrane","Mean.CD45","Max.CD45","Mean.DAPI","Max.DAPI","SplitRatioToLocal","NucArea","NucAspectRatio","Circularity","Eccentricity","Perimeter","Solidity","cell_id","X","version","dualfiles","Run_name","Run_Tissue_name","ISH.concentration","Dash","tissue","Panel","assay_type","slide_ID","cell_ID","median_RNA","RNA_quantile_0.75","RNA_quantile_0.8","RNA_quantile_0.85","RNA_quantile_0.9","RNA_quantile_0.95","RNA_quantile_0.99","nCount_RNA","nFeature_RNA","median_negprobes","negprobes_quantile_0.75","negprobes_quantile_0.8","negprobes_quantile_0.85","negprobes_quantile_0.9","negprobes_quantile_0.95","negprobes_quantile_0.99","nCount_negprobes","nFeature_negprobes","Area.um2","CenterX_local_px","CenterY_local_px","CenterX_global_px","CenterY_global_px","cell"
344,4775,0.31,139,43,2125,5096,508,2404,896,2144,435,2592,1267,2332,0.92,2896,0.42,0.61,0.55,313,15.26,"c_1_344_1",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,1,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,9973.43,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,60.61,2,68.76,387,21,2397,4244,"c_1_344_1"
344,6700,0.47,129,61,1549,4132,462,3564,1108,2764,443,3408,1936,3512,1.29,5128,0.48,0.83,0.48,318,21.07,"c_1_344_2",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,2,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,12192.45,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,66.33,2,96.48,518,30,2528,4235,"c_1_344_2"
344,2514,0.35,103,36,3089,12372,407,620,1274,3932,423,852,1250,2184,0.49,1412,0.5,0.57,0.3,236,10.65,"c_1_344_3",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,3,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,10149.07,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,49.31,2,36.2016,652,18,2662,4247,"c_1_344_3"
344,3226,0.37,116,43,2051,10116,396,540,782,1948,408,712,2546,5980,0.62,1504,0.55,0.54,0.74,275,11.73,"c_1_344_4",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,4,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,13286.36,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,29.39,2,46.4544,756,21,2766,4244,"c_1_344_4"
344,10397,0.93,125,116,707,1668,308,776,1249,4132,1169,6032,2485,6972,2.01,3620,0.87,0.87,0.48,388,26.8,"c_1_344_5",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,5,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,11500.1,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,46.19,2,149.7168,2136,58,4146,4207,"c_1_344_5"
344,1962,0.92,51,47,827,1076,374,748,1820,4164,1434,3084,4453,6316,0.38,1840,0.92,1.03,0.65,155,12.66,"c_1_344_6",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,6,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14348.54,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,40.81,2,28.2528,2271,23,4281,4242,"c_1_344_6"
344,1584,0.9,51,46,880,1216,363,628,1621,3008,1774,4064,3873,5440,0.31,1431,0.9,0.74,0.59,164,9.66,"c_1_344_7",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,7,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14213.01,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,34.12,2,22.8096,2317,23,4327,4242,"c_1_344_7"
344,1764,0.37,90,33,893,1148,353,500,1746,3228,1971,6020,4648,6472,0.34,1526,0.4,0.52,0.71,207,8.52,"c_1_344_8",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,8,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,16155.91,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,41.03,2,25.4016,2386,16,4396,4249,"c_1_344_8"
344,9851,0.46,199,91,963,1400,472,1024,1941,5472,1733,6180,3530,6652,1.9,6080,0.5,0.56,0.75,472,20.87,"c_1_344_9",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,9,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14354.98,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,50.42,2,141.8544,2701,45,4711,4220,"c_1_344_9"
344,2595,0.8,66,53,913,1076,466,1280,1818,3348,2184,5236,3035,5260,0.5,1600,0.78,1.9,0.63,131,19.81,"c_1_344_10",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,10,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,15123.67,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,44.27,2,37.368,2831,26,4841,4239,"c_1_344_10"
344,2618,0.62,73,45,945,1236,408,796,1892,3624,2103,4372,4613,7000,0.51,2200,0.77,0.82,0.64,200,13.09,"c_1_344_11",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,11,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,17726.08,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,36.6,2,37.6992,3042,22,5052,4243,"c_1_344_11"
344,3280,0.91,65,59,970,1216,436,852,1700,3160,1969,4336,3349,5096,0.63,2624,0.84,0.93,0.79,210,15.62,"c_1_344_12",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,12,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14528.97,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,53,2,47.232,3110,29,5120,4236,"c_1_344_12"
344,2371,0.83,69,57,1067,1388,442,596,1814,3280,1773,5296,3494,5932,0.46,1796,0.66,0.72,0.83,203,11.68,"c_1_344_13",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,13,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,13765.52,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,63.7,2,34.1424,3168,28,5178,4237,"c_1_344_13"
344,3393,0.87,70,61,932,1332,383,600,2146,3820,1829,6000,4036,6036,0.66,2472,1,1,0.7,207,16.39,"c_1_344_14",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,14,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,15588.04,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,54.89,2,48.8592,3238,30,5248,4235,"c_1_344_14"
344,2755,0.61,71,43,851,1100,411,1004,2654,7040,2616,8420,4412,6880,0.53,1880,0.81,4.68,0.14,86,32.03,"c_1_344_15",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,15,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,22535.83,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,33.05,2,39.672,3301,21,5311,4244,"c_1_344_15"
344,9508,0.88,135,119,826,1148,432,1032,2964,8072,2501,11536,3234,6612,1.84,5136,0.98,0.74,0.57,403,23.59,"c_1_344_16",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,16,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,20592.13,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,39.92,2,136.9152,3459,59,5469,4206,"c_1_344_16"
344,4229,0.28,148,41,908,1572,542,1316,3344,5436,3099,6340,3875,7976,0.82,1960,0.53,0.56,0.59,309,13.69,"c_1_344_17",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,17,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,23876.71,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,39.38,2,60.8976,3668,20,5678,4245,"c_1_344_17"
344,9684,0.52,89,171,861,1276,396,2004,1655,4412,1876,5648,5549,7868,1.87,8156,0.53,0.73,0.45,409,23.68,"c_1_344_18",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,18,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,20366.54,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,40.67,2,139.4496,4210,85,6220,4180,"c_1_344_18"
344,4730,0.58,106,61,567,1912,305,3724,983,3064,1075,4404,2019,5516,0.91,2500,0.91,0.81,0.55,271,17.45,"c_1_344_19",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,19,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,11105.06,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,38.77,2,68.112,1105,30,3115,4235,"c_1_344_19"
344,10370,0.74,152,113,856,1524,367,812,1490,3784,1360,3824,4175,7044,2,8694,0.73,0.65,0.85,447,23.2,"c_1_344_20",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,20,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14029.08,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,46.27,2,149.328,2269,56,4279,4209,"c_1_344_20"
344,12106,0.71,171,121,916,1320,421,1012,2183,4960,2312,5572,3286,6328,2.34,6956,0.95,0.71,0.72,462,26.2,"c_1_344_21",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,21,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,16910.08,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,41.62,2,174.3264,2525,60,4535,4205,"c_1_344_21"
344,3231,0.88,61,69,894,1160,390,644,2396,4168,2530,6384,3747,5380,0.62,2420,0.88,0.98,0.76,204,15.84,"c_1_344_22",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,22,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,17046.24,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,42.91,2,46.5264,2890,34,4900,4231,"c_1_344_22"
344,5114,1,83,83,943,1252,394,644,1900,4336,1984,4708,4268,6788,0.99,3488,0.83,1.07,0.53,245,20.87,"c_1_344_23",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,23,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,16447.64,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,50.5,2,73.6416,2947,41,4957,4224,"c_1_344_23"
344,4965,0.82,91,75,828,1100,424,1360,3038,5972,3362,7584,3333,6328,0.96,2708,0.88,0.9,0.56,263,18.88,"c_1_344_24",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,24,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,21446.78,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,38.58,2,71.496,3373,37,5383,4228,"c_1_344_24"
344,8987,0.63,145,91,931,1260,458,1108,3479,6868,3796,8716,3410,6488,1.74,5776,0.56,0.77,0.72,384,23.4,"c_1_344_25",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,25,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,23217.06,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,36.03,2,129.4128,3532,45,5542,4220,"c_1_344_25"
344,4940,0.6,95,57,894,1140,406,796,2740,6208,2471,5968,5176,7444,0.95,4163,0.6,2.49,0.76,158,31.27,"c_1_344_26",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,26,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,23099.47,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,44.08,2,71.136,3833,28,5843,4237,"c_1_344_26"
344,3466,0.57,86,49,810,1108,448,992,2682,5764,2913,8124,3447,7052,0.67,1780,0.71,4.73,0.57,96,36.1,"c_1_344_27",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,27,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,21793.93,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,36.9,2,49.9104,3923,24,5933,4241,"c_1_344_27"
344,2502,0.88,57,65,786,1024,938,3292,2982,10636,2103,5788,2243,4252,0.48,1248,0.95,1.56,0.86,142,17.62,"c_1_344_28",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,28,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,21405.09,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,31.94,2,36.0288,3980,32,5990,4233,"c_1_344_28"
344,4238,0.94,82,77,797,1112,675,3560,2022,5188,1836,5452,4072,7268,0.82,2476,0.9,1,0.29,231,18.35,"c_1_344_29",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,29,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,22272.42,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,32.47,2,61.0272,4021,38,6031,4227,"c_1_344_29"
344,4159,0.9,83,75,826,1148,393,608,2044,4192,2904,6444,4797,7920,0.8,3332,0.79,0.84,0.84,250,16.64,"c_1_344_30",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,30,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,21869.81,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,39.53,2,59.8896,4099,37,6109,4228,"c_1_344_30"
344,2039,0.47,74,35,866,1112,371,572,1560,3368,2112,4344,7072,9824,0.39,1754,0.47,0.81,0.9,178,11.46,"c_1_344_31",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,31,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,18672.88,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,44.48,2,29.3616,4170,17,6180,4248,"c_1_344_31"
344,2377,0.93,61,57,2592,10216,388,560,1028,2392,397,784,1467,2412,0.46,1528,0.75,0.83,0.58,190,12.51,"c_1_344_32",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,32,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,9049.34,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,45.76,2,34.2288,604,28,2614,4237,"c_1_344_32"
344,2651,0.92,73,67,896,1120,361,476,1637,3508,1828,4256,3764,5912,0,2364,0.78,0.67,0.48,223,11.89,"c_1_344_33",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,33,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14216.22,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,45.47,2,38.1744,2376,43,4386,4222,"c_1_344_33"
344,6333,0.79,118,93,2007,14052,368,496,752,1864,444,1120,1367,4000,0,1708,0.86,0.8,0.7,316,20.04,"c_1_344_34",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,34,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,11694.64,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,32.25,2,91.1952,767,58,2777,4207,"c_1_344_34"
344,3708,0.74,61,83,971,1204,445,1040,1997,3956,2100,4112,3588,6096,0.72,2312,0.87,0.95,0.67,221,16.78,"c_1_344_35",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,35,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,16037.71,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,56.04,2,53.3952,3002,41,5012,4224,"c_1_344_35"
344,3894,0.6,52,87,846,1088,439,1164,2997,5600,2508,5928,4509,6308,0.75,3105,0.66,0.91,0.42,232,16.78,"c_1_344_36",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,36,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,22156.1,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,38.51,2,56.0736,3762,43,5772,4222,"c_1_344_36"
344,4575,0.92,83,90,902,1344,416,932,2666,4708,2719,5180,5167,7264,0,4384,0.95,0.69,0.98,289,15.83,"c_1_344_37",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,37,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,21819.83,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,40.72,2,65.88,3703,58,5713,4207,"c_1_344_37"
344,4384,0.93,87,94,916,1180,393,608,1698,3560,2147,5716,3497,6080,0,3198,0.81,0.76,0.59,270,16.24,"c_1_344_38",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,38,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,15234.74,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,42.02,2,63.1296,2437,49,4447,4216,"c_1_344_38"
344,4016,0.98,83,81,1026,1304,437,708,1597,3212,1595,4516,3482,6160,0,2440,0.89,0.85,0.88,244,16.46,"c_1_344_39",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,39,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,12682.51,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,47.35,2,57.8304,3185,58,5195,4207,"c_1_344_39"
344,5272,0.93,85,91,953,1324,474,1164,2987,5976,2845,7032,3655,6944,0,3452,0.89,0.92,0.8,268,19.67,"c_1_344_40",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,40,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,20649.67,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,42.2,2,75.9168,3620,63,5630,4202,"c_1_344_40"
344,4853,0.6,111,67,3112,13580,408,564,938,2548,418,812,1505,2624,0,3068,0.72,0.73,0.47,289,16.79,"c_1_344_41",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,41,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,9637.79,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,57.45,2,69.8832,683,57,2693,4208,"c_1_344_41"
344,2904,1,67,67,805,1068,358,516,1871,3904,2085,4712,4814,6536,0,2616,0.91,0.89,0.81,202,14.38,"c_1_344_42",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,42,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,17844.99,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,37.98,2,41.8176,4137,59,6147,4206,"c_1_344_42"
344,6895,0.84,101,120,938,1372,426,876,1975,4576,1725,4996,3943,6704,0,5600,0.8,0.7,0.58,351,19.64,"c_1_344_43",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,43,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14438.47,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,49.37,2,99.288,2658,87,4668,4178,"c_1_344_43"
344,6412,0.96,95,91,1268,2232,2572,8536,1438,2888,844,3976,1757,3408,0,3148,0.94,0.99,0.83,285,22.5,"c_1_344_44",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,44,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,13983.18,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,42.28,2,92.3328,2785,73,4795,4192,"c_1_344_44"
344,9171,0.8,139,111,2164,6976,468,1456,768,1768,436,1632,1777,4912,0,5432,0.94,0.74,0.75,394,23.28,"c_1_344_45",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,45,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,9895.4,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,54,2,132.0624,393,85,2403,4180,"c_1_344_45"
344,9122,0.87,115,132,1203,1524,407,700,480,732,349,508,1339,3288,0,1152,1,0.86,0.5,365,24.99,"c_1_344_46",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,46,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,9879.55,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,38.33,2,131.3568,996,80,3006,4185,"c_1_344_46"
344,8487,0.69,150,104,768,1204,301,436,532,2144,408,2404,1795,5560,0,3792,0.63,0.7,0.56,390,21.76,"c_1_344_47",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,47,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,9295.78,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,31.93,2,122.2128,1091,66,3101,4199,"c_1_344_47"
344,7623,0.6,76,126,2843,4100,857,4868,754,2060,929,3504,1133,2732,0,3200,0.47,0.95,0.59,318,23.97,"c_1_344_48",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,48,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,13912.26,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,235,2,109.7712,90,79,2100,4186,"c_1_344_48"
344,2608,0.97,67,65,987,1276,427,652,2233,3688,2222,4404,3174,4936,0,2468,0.97,0.84,0.78,198,13.17,"c_1_344_49",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,49,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,15971.86,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,60.19,2,37.5552,3065,66,5075,4199,"c_1_344_49"
344,7096,0.98,95,97,814,1176,692,3832,2650,5000,2302,5428,3654,6812,0,4716,0.98,0.96,0.95,304,23.34,"c_1_344_50",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,50,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,21555.88,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,37.77,2,102.1824,3931,84,5941,4181,"c_1_344_50"
344,8180,0.83,127,105,906,1156,451,1168,2702,5620,3477,8792,3625,6456,0,5808,0.83,0.8,0.7,358,22.85,"c_1_344_51",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,51,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,20925.4,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,42.73,2,117.792,3361,90,5371,4175,"c_1_344_51"
344,2508,0.94,63,67,839,1100,660,2936,2452,4612,2945,7936,4493,6796,0,2028,0.93,0.87,0.64,190,13.2,"c_1_344_52",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,52,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,26769.11,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,39.77,2,36.1152,4071,71,6081,4194,"c_1_344_52"
344,3528,0.97,71,73,956,1256,413,732,2746,5456,2802,7440,3865,6536,0,2492,1,0.83,0.84,231,15.27,"c_1_344_53",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,53,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,18978.95,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,42.98,2,50.8032,3289,76,5299,4189,"c_1_344_53"
344,3328,0.72,57,79,928,1256,406,860,1851,4236,1725,4144,3736,5824,0,2992,0.88,0.89,0.67,217,15.34,"c_1_344_54",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,54,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14956.77,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,41.81,2,47.9232,2598,81,4608,4184,"c_1_344_54"
344,7585,0.95,109,103,973,1336,669,4160,1818,5148,1570,4784,2842,5284,0,4448,1,0.86,0.72,333,22.78,"c_1_344_55",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,55,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,15220.55,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,48.51,2,109.224,2880,93,4890,4172,"c_1_344_55"
344,6908,0.58,137,79,1825,5396,392,604,1184,3008,407,856,1689,3484,0,4540,0.56,0.82,0.5,326,21.19,"c_1_344_56",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,56,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,9239.24,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,60.92,2,99.4752,580,83,2590,4182,"c_1_344_56"
344,4148,0.66,63,95,835,1088,407,980,1918,4260,2043,6364,4899,6688,0,4056,0.65,0.74,0.7,265,15.65,"c_1_344_57",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,57,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,18326.47,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,48.58,2,59.7312,3803,91,5813,4174,"c_1_344_57"
344,953,0.53,27,51,803,1208,340,472,1163,2184,1103,2196,5194,6744,0.18,840,0.56,0.72,0.74,129,7.39,"c_1_344_58",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,58,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,19130.57,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,33.68,2,13.7232,4241,71,6251,4194,"c_1_344_58"
344,6431,0.85,114,97,899,1220,364,924,1485,4776,1523,4472,4538,7708,0,5410,0.92,0.84,0.82,311,20.68,"c_1_344_59",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,59,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14162.8,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,42.22,2,92.6064,2341,96,4351,4169,"c_1_344_59"
