"fov","Area","AspectRatio","Width","Height","Mean.PanCK","Max.PanCK","Mean.CD68","Max.CD68","Mean.Membrane","Max.Membrane","Mean.CD45","Max.CD45","Mean.DAPI","Max.DAPI","SplitRatioToLocal","NucArea","NucAspectRatio","Circularity","Eccentricity","Perimeter","Solidity","cell_id","X","version","dualfiles","Run_name","Run_Tissue_name","ISH.concentration","Dash","tissue","Panel","assay_type","slide_ID","cell_ID","median_RNA","RNA_quantile_0.75","RNA_quantile_0.8","RNA_quantile_0.85","RNA_quantile_0.9","RNA_quantile_0.95","RNA_quantile_0.99","nCount_RNA","nFeature_RNA","median_negprobes","negprobes_quantile_0.75","negprobes_quantile_0.8","negprobes_quantile_0.85","negprobes_quantile_0.9","negprobes_quantile_0.95","negprobes_quantile_0.99","nCount_negprobes","nFeature_negprobes","Area.um2","CenterX_local_px","CenterY_local_px","CenterX_global_px","CenterY_global_px","cell"
344,3248,0.58,109,63,1041,1388,485,1308,2459,4336,2721,9244,3324,5528,0,2004,0.96,0.59,0.63,264,12.3,"c_1_344_782",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,782,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,17505.75,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,54.19,2,46.7712,3840,1353,5850,2912,"c_1_344_782"
344,4072,0.81,85,69,1052,1696,444,880,1168,2536,1186,3284,4576,7616,0,2928,0.83,0.87,0.52,243,16.76,"c_1_344_783",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,783,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,13208.53,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,56.68,2,58.6368,3116,1362,5126,2903,"c_1_344_783"
344,5892,0.66,79,119,928,1348,746,2516,3567,17204,2906,8000,3182,5716,0,3088,0.61,0.8,0.67,305,19.32,"c_1_344_784",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,784,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,23061.17,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,45.94,2,84.8448,4117,1387,6127,2878,"c_1_344_784"
344,4653,0.88,72,82,778,1092,293,464,489,1040,402,1132,902,3012,0,548,0.94,1.04,0.83,237,19.63,"c_1_344_785",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,785,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,12700.61,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,42.21,2,67.0032,2028,1355,4038,2910,"c_1_344_785"
344,2364,0.82,67,55,2174,6644,453,712,767,2288,429,868,966,1668,0,1676,0.72,0.94,0.81,178,13.28,"c_1_344_786",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,786,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,7948.6,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,73.62,2,34.0416,1371,1359,3381,2906,"c_1_344_786"
344,4508,0.84,77,92,680,1168,350,740,1266,4064,958,3916,2824,6164,0,2488,0.91,0.94,0.67,245,18.4,"c_1_344_787",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,787,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14371.13,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,56.11,2,64.9152,2932,1380,4942,2885,"c_1_344_787"
344,5480,0.71,79,111,884,1156,1261,4980,2552,16456,1523,4776,2864,6100,0,2552,0.89,0.77,0.57,300,18.27,"c_1_344_788",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,788,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,17412.93,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,43.97,2,78.912,4063,1389,6073,2876,"c_1_344_788"
344,3693,0.74,73,98,1137,1436,488,1224,1302,3100,1672,5544,3527,5896,0,2292,0.74,0.71,0.7,256,14.43,"c_1_344_789",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,789,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,12331.48,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,52.1,2,53.1792,3176,1385,5186,2880,"c_1_344_789"
344,1936,0.72,51,71,1050,1536,438,680,1457,3556,1441,4616,3464,5184,0,1440,0.63,0.75,0.53,180,10.76,"c_1_344_790",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,790,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,13272.71,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,47.29,2,27.8784,3061,1375,5071,2890,"c_1_344_790"
344,5248,0.91,85,93,1119,1496,532,1724,1623,3848,1740,8484,3489,5888,0,3452,0.86,0.93,0.81,266,19.73,"c_1_344_791",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,791,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14296.82,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,55.32,2,75.5712,3320,1386,5330,2879,"c_1_344_791"
344,4024,0.88,88,77,1055,1400,488,1044,1386,3152,1313,3240,4241,6476,0,3516,0.74,0.81,0.6,250,16.1,"c_1_344_792",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,792,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14184.24,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,61.48,2,57.9456,3407,1378,5417,2887,"c_1_344_792"
344,3144,0.49,47,95,946,1364,428,764,3346,6356,2277,5092,4507,7104,0.61,2600,0.55,0.73,0.38,233,13.49,"c_1_344_793",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,793,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,20948.21,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,36.72,2,45.2736,4231,1387,6241,2878,"c_1_344_793"
344,7810,0.87,127,110,1971,5128,575,1148,911,2456,460,808,1007,2792,0,2364,0.6,0.79,0.6,353,22.12,"c_1_344_794",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,794,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,8624.54,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,76.21,2,112.464,1317,1397,3327,2868,"c_1_344_794"
344,2273,0.9,66,73,1012,1780,361,496,964,2820,460,1440,2472,5616,0,1088,1,0.69,0.39,203,11.2,"c_1_344_795",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,795,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,11375.58,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,43.85,2,32.7312,1921,1365,3931,2900,"c_1_344_795"
344,5311,0.9,100,90,634,1032,275,728,1052,3568,1222,4952,1998,5272,0,2712,0.97,0.85,0.91,281,18.9,"c_1_344_796",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,796,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,11541.97,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,41.28,2,76.4784,2282,1377,4292,2888,"c_1_344_796"
344,6530,0.83,91,109,988,1448,476,1056,2253,12780,1337,5440,2704,6244,0,3144,0.97,0.84,0.6,312,20.93,"c_1_344_797",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,797,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,15170.21,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,55.76,2,94.032,3825,1406,5835,2859,"c_1_344_797"
344,4012,0.78,101,79,2765,10440,403,860,790,2308,452,1112,2173,3728,0,2880,0.57,0.66,0.49,277,14.48,"c_1_344_798",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,798,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,9303.39,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,63.79,2,57.7728,1696,1393,3706,2872,"c_1_344_798"
344,5276,0.98,93,95,928,1188,428,744,3300,13340,2570,7400,4468,7668,0,4332,0.86,0.77,0.64,294,17.95,"c_1_344_799",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,799,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,21356.65,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,40.99,2,75.9744,4196,1401,6206,2864,"c_1_344_799"
344,6982,0.48,153,74,1837,5232,492,932,892,2880,450,988,1139,2856,0,3272,0.52,0.68,0.44,360,19.39,"c_1_344_800",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,800,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,8421.87,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,68.71,2,100.5408,1451,1392,3461,2873,"c_1_344_800"
344,2981,0.98,63,64,1200,1912,1106,4728,2336,7636,1241,4516,1840,4332,0,452,1,1.05,0.67,189,15.77,"c_1_344_801",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,801,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14879.54,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,55.34,2,42.9264,3759,1387,5769,2878,"c_1_344_801"
344,2955,0.78,73,94,3271,3844,1073,1288,1092,1324,1615,2076,667,1140,0,20,0.86,0.56,0.51,258,11.45,"c_1_344_802",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,802,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,21434.24,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,501.52,2,42.552,1162,1409,3172,2856,"c_1_344_802"
344,4759,0.33,143,47,3452,16832,429,632,1021,3812,466,856,2088,4236,0,2724,0.52,0.55,0.37,329,14.47,"c_1_344_803",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,803,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,10595.13,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,61.62,2,68.5296,1805,1385,3815,2880,"c_1_344_803"
344,2604,0.97,65,67,924,1228,512,2524,2783,8740,2466,9536,4226,6600,0,2164,0.94,0.79,0.55,204,12.76,"c_1_344_804",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,804,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,18366.2,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,51.62,2,37.4976,4014,1395,6024,2870,"c_1_344_804"
344,6342,0.85,119,101,1101,7332,387,1400,852,2720,528,1612,2648,6480,0,3612,0.85,0.76,0.68,324,19.57,"c_1_344_805",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,805,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,12394.27,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,41.41,2,91.3248,1942,1402,3952,2863,"c_1_344_805"
344,1176,0.85,33,39,918,1180,463,980,2794,10004,1350,2904,3549,4552,0,1068,0.85,1.04,0.72,119,9.88,"c_1_344_806",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,806,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,17660.71,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,44.11,2,16.9344,2988,1385,4998,2880,"c_1_344_806"
344,1936,0.61,41,67,1005,1284,445,876,2261,3804,2484,6280,3842,5476,0,1640,0.58,0.87,0.58,167,11.59,"c_1_344_807",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,807,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,16803.44,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,39.43,2,27.8784,3890,1399,5900,2866,"c_1_344_807"
344,7264,0.6,139,83,1952,7396,430,804,1182,2596,533,1704,1945,4956,0,3500,0.59,0.71,0.41,359,20.23,"c_1_344_808",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,808,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,11310.22,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,55.74,2,104.6016,1577,1409,3587,2856,"c_1_344_808"
344,5099,0.58,67,115,1070,1768,546,1740,1441,8008,1325,4796,3399,6628,0,3236,0.71,0.77,0.37,288,17.7,"c_1_344_809",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,809,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,12738.9,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,59.68,2,73.4256,3267,1429,5277,2836,"c_1_344_809"
344,3636,0.65,63,97,1087,1548,488,900,1231,3680,1460,3780,4364,6020,0,3148,0.64,0.67,0.63,262,13.88,"c_1_344_810",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,810,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,13220.24,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,78.89,2,52.3584,3377,1420,5387,2845,"c_1_344_810"
344,8125,0.75,103,137,985,1404,399,732,1807,5532,1605,6496,3855,7672,0,5972,0.77,0.81,0.44,354,22.95,"c_1_344_811",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,811,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,16053.25,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,46.17,2,117,3119,1442,5129,2823,"c_1_344_811"
344,4084,0.7,104,73,1662,5112,414,800,1011,2728,615,1768,2795,6144,0,2844,0.79,0.66,0.16,278,14.69,"c_1_344_812",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,812,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,11276.55,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,57.15,2,58.8096,1686,1414,3696,2851,"c_1_344_812"
344,5082,0.8,90,112,1079,1388,451,840,1515,9812,1418,5584,3804,6492,0,3656,0.8,0.64,0.86,316,16.08,"c_1_344_813",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,813,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,12595.65,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,54.46,2,73.1808,3216,1434,5226,2831,"c_1_344_813"
344,4772,0.89,77,87,996,1404,425,1044,1795,6220,1566,6220,3905,6820,0,3284,0.93,0.98,0.64,247,19.32,"c_1_344_814",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,814,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14843.77,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,49.2,2,68.7168,3034,1423,5044,2842,"c_1_344_814"
344,5620,0.98,89,91,955,1164,436,960,2144,5804,1577,5508,4140,8108,0,3532,0.88,0.82,0.97,293,19.18,"c_1_344_815",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,815,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,15911.27,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,42.98,2,80.928,3944,1425,5954,2840,"c_1_344_815"
344,2148,0.94,67,71,1023,1320,802,2936,3209,7372,1900,5712,3375,5012,0,1748,0.88,0.58,0.67,215,9.99,"c_1_344_816",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,816,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,17918.33,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,46.21,2,30.9312,4013,1415,6023,2850,"c_1_344_816"
344,4385,0.58,108,63,1028,1344,469,808,961,1808,443,876,2049,5372,0,1840,0.85,0.71,0.64,278,15.77,"c_1_344_817",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,817,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,12898.13,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,34.75,2,63.144,2172,1406,4182,2859,"c_1_344_817"
344,5657,0.72,121,87,1044,1452,605,2172,1736,3668,1447,3844,3992,6860,0,3996,0.82,0.73,0.51,313,18.07,"c_1_344_818",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,818,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14985.81,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,54.68,2,81.4608,3672,1429,5682,2836,"c_1_344_818"
344,3750,0.95,95,90,862,1516,332,440,695,2428,653,2552,2963,5360,0,2624,0.97,0.59,0.4,282,13.3,"c_1_344_819",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,819,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,10821.49,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,37.8,2,54,2274,1433,4284,2832,"c_1_344_819"
344,5196,0.68,111,75,1730,7516,489,932,886,2168,468,1388,1697,3856,0,2360,0.44,0.86,0.58,275,18.89,"c_1_344_820",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,820,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,9566.34,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,70.98,2,74.8224,1475,1429,3485,2836,"c_1_344_820"
344,9327,0.71,152,108,2543,4176,795,1304,742,1260,867,2020,1187,2364,0,3256,0.51,0.73,0.7,400,23.32,"c_1_344_821",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,821,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,12876.81,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,225.06,2,134.3088,1260,1448,3270,2817,"c_1_344_821"
344,3372,0.59,94,55,458,752,208,368,544,1608,515,1668,1349,3800,0,1448,0.65,0.79,0.53,231,14.6,"c_1_344_822",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,822,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,6027.84,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,45.57,2,48.5568,2381,1413,4391,2852,"c_1_344_822"
344,8090,0.72,87,121,1083,1564,490,1724,1523,3984,1620,6460,4190,6328,0,6532,0.71,0.8,0.62,357,22.66,"c_1_344_823",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,823,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,14627.11,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,74.04,2,116.496,3577,1464,5587,2801,"c_1_344_823"
344,4647,0.78,75,96,670,1252,329,964,1289,5584,1126,6436,2383,6724,0,1984,0.87,0.86,0.67,261,17.8,"c_1_344_824",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,824,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,13464.97,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,43.86,2,66.9168,2981,1454,4991,2811,"c_1_344_824"
344,5942,0.34,163,55,2980,15568,433,684,1017,2304,469,1208,1648,3580,0,2760,0.49,0.52,0.44,378,15.72,"c_1_344_825",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,825,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,9547.14,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,57.74,2,85.5648,1819,1433,3829,2832,"c_1_344_825"
344,3244,0.88,67,76,974,1272,380,552,811,1824,557,1860,2088,4992,0,1360,0.92,0.9,0.84,213,15.23,"c_1_344_826",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,826,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,10662.45,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,36.03,2,46.7136,2231,1439,4241,2826,"c_1_344_826"
344,4980,0.87,83,95,899,1992,524,4984,2906,7428,2446,6396,4435,7672,0,3796,0.74,0.88,0.79,266,18.72,"c_1_344_827",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,827,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,21445.84,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,40.87,2,71.712,4161,1455,6171,2810,"c_1_344_827"
344,1486,0.89,49,55,949,1148,379,520,1669,3684,854,2108,3608,5364,0,1260,0.73,0.73,0.55,160,9.29,"c_1_344_828",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,828,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,15925.77,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,39.68,2,21.3984,1970,1437,3980,2828,"c_1_344_828"
344,3176,0.97,75,73,1025,1312,495,1676,1894,4456,1841,5860,3983,6052,0,2624,1,0.76,0.84,229,13.87,"c_1_344_829",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,829,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,15850.98,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,51.19,2,45.7344,3309,1448,5319,2817,"c_1_344_829"
344,3578,0.78,59,76,1078,1420,490,912,1190,3788,1293,4528,3352,5764,0,2280,0.81,0.95,0.84,217,16.49,"c_1_344_830",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,830,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,12214.5,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,60,2,51.5232,3433,1452,5443,2813,"c_1_344_830"
344,3736,0.82,87,71,966,1328,517,952,2819,6452,2302,5436,2587,5040,0,2032,0.79,0.78,0.61,245,15.25,"c_1_344_831",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,831,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,19129.42,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,51.34,2,53.7984,3781,1449,5791,2816,"c_1_344_831"
344,5153,0.91,94,103,826,1244,323,540,1184,3288,1597,7492,2661,6344,0,2680,0.79,0.7,0.85,304,16.95,"c_1_344_832",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,832,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,12749.46,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,42.33,2,74.2032,2366,1458,4376,2807,"c_1_344_832"
344,1396,0.86,57,49,1058,1276,881,2896,1619,2656,1211,3232,4414,6520,0,1156,0.61,0.59,0.12,173,8.07,"c_1_344_833",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,833,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,15020.63,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,58.46,2,20.1024,3644,1442,5654,2823,"c_1_344_833"
344,3008,0.92,65,71,1030,1532,466,816,2196,5188,1820,7108,4032,6828,0,2196,1,0.82,0.45,215,13.99,"c_1_344_834",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,834,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,15851.84,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,45.12,2,43.3152,3726,1453,5736,2812,"c_1_344_834"
344,18958,0.59,188,318,1030,7208,253,480,245,644,269,632,435,3516,0,2524,0.64,0.41,0.31,760,24.94,"c_1_344_835",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,835,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,3618.7,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,31.33,2,272.9952,786,1563,2796,2702,"c_1_344_835"
344,7107,0.82,115,94,1694,4284,547,1120,655,1424,443,764,1059,2408,0,2592,0.45,0.94,0.73,308,23.07,"c_1_344_836",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,836,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,8048.54,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,79.89,2,102.3408,1393,1463,3403,2802,"c_1_344_836"
344,1652,0.45,77,35,1798,6784,517,960,1138,2464,462,780,1235,2324,0,564,0.5,0.64,0.32,180,9.18,"c_1_344_837",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,837,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,9075.45,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,86.7,2,23.7888,1568,1439,3578,2826,"c_1_344_837"
344,2638,0.95,62,59,869,1176,335,548,957,4128,486,1592,2124,4684,0,1396,1,0.92,0.36,190,13.88,"c_1_344_838",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,838,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,12936.59,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,37.38,2,37.9872,2009,1435,4019,2830,"c_1_344_838"
344,4310,0.7,92,64,860,1272,344,532,876,2692,399,712,1520,4664,0,1528,0.74,0.88,0.57,248,17.38,"c_1_344_839",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,839,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,11487.62,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,44.1,2,62.064,2168,1458,4178,2807,"c_1_344_839"
344,6423,0.83,105,87,1136,1636,491,780,1289,3516,1490,5112,4077,6532,0,5048,0.88,0.93,0.79,295,21.77,"c_1_344_840",1,"v6","?","Run0","S0","1nM","PILOT","tissue","WTx","protein",1,840,111005.23,238546.32,280105.088,483068.377000001,884195.694,2087400.77,3500619.54400001,12646.6,67,46942.55,63306.945,66579.824,69852.703,73125.582,76398.461,79016.7642,65.79,2,92.4912,3494,1469,5504,2796,"c_1_344_840"
